4dn3H1.pdb1	4dn3L1.pdb1	1663.4
1dnwD1.pdb1	1dnwB1.pdb1	5463.05
1dnwD1.pdb1	1dnwC1.pdb1	370.7
1dnwD1.pdb1	1dnwA1.pdb1	254.55
1dnwB1.pdb1	1dnwC1.pdb1	256.8
1dnwB1.pdb1	1dnwA1.pdb1	592.2
1dnwC1.pdb1	1dnwA1.pdb1	5546.65
3dnbA2.pdb1	3dnbA1.pdb1	459.3
1dnaB1.pdb1	1dnaA1.pdb1	2297.5
5dn9A1.pdb1	5dn9B1.pdb1	3121.4
9dnaA2.pdb1	9dnaA1.pdb1	396.7
5dnjB1.pdb1	5dnjA1.pdb1	107.6
5dn6G1.pdb1	5dn6Z1.pdb1	162.05
5dn6G1.pdb1	5dn6E1.pdb1	537.25
5dn6G1.pdb1	5dn6F1.pdb1	618.65
5dn6G1.pdb1	5dn6I1.pdb1	595.45
5dn6G1.pdb1	5dn6L1.pdb1	74.75
5dn6G1.pdb1	5dn6D1.pdb1	625.4
5dn6G1.pdb1	5dn6M1.pdb1	27.9
5dn6G1.pdb1	5dn6C1.pdb1	382.05
5dn6G1.pdb1	5dn6B1.pdb1	280.9
5dn6G1.pdb1	5dn6A1.pdb1	630.7
5dn6P1.pdb1	5dn6I1.pdb1	46.8
5dn6P1.pdb1	5dn6O1.pdb1	725.95
5dn6P1.pdb1	5dn6Q1.pdb1	672.95
5dn6Y1.pdb1	5dn6X1.pdb1	155.65
5dn6N1.pdb1	5dn6M1.pdb1	774.75
5dn6N1.pdb1	5dn6O1.pdb1	747.75
5dn6Z1.pdb1	5dn6F1.pdb1	172.05
5dn6Z1.pdb1	5dn6D1.pdb1	605.3
5dn6Z1.pdb1	5dn6C1.pdb1	488.65
5dn6U1.pdb1	5dn6J1.pdb1	787.6
5dn6U1.pdb1	5dn6T1.pdb1	787.9
5dn6U1.pdb1	5dn6X1.pdb1	64.3
5dn621.pdb1	5dn6W1.pdb1	99.15
5dn621.pdb1	5dn611.pdb1	166.85
5dn6E1.pdb1	5dn6H1.pdb1	53.7
5dn6E1.pdb1	5dn6B1.pdb1	1811.4
5dn6E1.pdb1	5dn6A1.pdb1	1913.1
5dn6F1.pdb1	5dn6W1.pdb1	0.85
5dn6F1.pdb1	5dn6H1.pdb1	39.55
5dn6F1.pdb1	5dn6D1.pdb1	28.8
5dn6F1.pdb1	5dn6C1.pdb1	2290.35
5dn6F1.pdb1	5dn6B1.pdb1	2184.65
5dn6W1.pdb1	5dn611.pdb1	59.8
5dn6W1.pdb1	5dn6V1.pdb1	686.1
5dn6W1.pdb1	5dn6C1.pdb1	239.55
5dn6S1.pdb1	5dn6I1.pdb1	49.55
5dn6S1.pdb1	5dn6T1.pdb1	782.25
5dn6S1.pdb1	5dn6R1.pdb1	775.7
5dn6H1.pdb1	5dn6D1.pdb1	25.4
5dn6H1.pdb1	5dn6C1.pdb1	23.05
5dn6H1.pdb1	5dn6B1.pdb1	379.1
5dn6H1.pdb1	5dn6A1.pdb1	417.75
5dn6I1.pdb1	5dn6R1.pdb1	72.3
5dn6I1.pdb1	5dn6Q1.pdb1	79.25
5dn6L1.pdb1	5dn6M1.pdb1	810.75
5dn6L1.pdb1	5dn6K1.pdb1	809.2
5dn6J1.pdb1	5dn6K1.pdb1	870.35
5dn6J1.pdb1	5dn6X1.pdb1	171.8
5dn611.pdb1	5dn6C1.pdb1	65.45
5dn6D1.pdb1	5dn6C1.pdb1	2111.4
5dn6D1.pdb1	5dn6A1.pdb1	2478.25
5dn631.pdb1	5dn6X1.pdb1	139.1
5dn6V1.pdb1	5dn6C1.pdb1	27.75
5dn6K1.pdb1	5dn6X1.pdb1	53.55
5dn6R1.pdb1	5dn6Q1.pdb1	728.15
3dnnB1.pdb1	3dnnA1.pdb1	1391.85
3dnnB1.pdb1	3dnnC1.pdb1	3808.9
3dnnA1.pdb1	3dnnC1.pdb1	1071.05
3dnnF1.pdb1	3dnnE1.pdb1	3809.2
3dnnF1.pdb1	3dnnD1.pdb1	1070.85
3dnnH1.pdb1	3dnnG1.pdb1	1392.0
3dnnH1.pdb1	3dnnI1.pdb1	3809.35
3dnnG1.pdb1	3dnnI1.pdb1	1070.65
3dnnE1.pdb1	3dnnD1.pdb1	1391.7
1dn8A1.pdb1	1dn8B1.pdb1	118.65
1dn8A1.pdb1	1dn8A6.pdb1	124.85
1dn8A1.pdb1	1dn8B6.pdb1	51.8
1dn8A3.pdb1	1dn8B3.pdb1	118.65
1dn8A3.pdb1	1dn8A4.pdb1	124.85
1dn8A3.pdb1	1dn8B2.pdb1	51.8
1dn8A3.pdb1	1dn8A2.pdb1	124.85
1dn8A3.pdb1	1dn8B4.pdb1	20.85
1dn8B5.pdb1	1dn8A6.pdb1	51.8
1dn8B5.pdb1	1dn8B6.pdb1	118.8
1dn8B5.pdb1	1dn8A4.pdb1	20.85
1dn8B5.pdb1	1dn8A5.pdb1	118.65
1dn8B5.pdb1	1dn8B4.pdb1	118.8
1dn8B1.pdb1	1dn8A6.pdb1	20.85
1dn8B1.pdb1	1dn8B6.pdb1	118.8
1dn8B3.pdb1	1dn8A4.pdb1	51.8
1dn8B3.pdb1	1dn8B2.pdb1	118.8
1dn8B3.pdb1	1dn8A2.pdb1	20.85
1dn8B3.pdb1	1dn8B4.pdb1	118.8
1dn8A6.pdb1	1dn8B6.pdb1	118.65
1dn8A6.pdb1	1dn8A5.pdb1	124.85
1dn8B6.pdb1	1dn8A5.pdb1	20.85
1dn8A4.pdb1	1dn8A5.pdb1	124.85
1dn8A4.pdb1	1dn8B4.pdb1	118.65
1dn8B2.pdb1	1dn8A2.pdb1	118.65
1dn8A5.pdb1	1dn8B4.pdb1	51.8
4dnfD1.pdb2	4dnfC1.pdb2	1364.8
4dn9A1.pdb1	4dn9B1.pdb1	1219.75
1dn5A1.pdb1	1dn5B1.pdb1	65.6
4dnvB1.pdb1	4dnvA1.pdb1	1341.45
5dnbA1.pdb1	5dnbA2.pdb1	469.6
6dn7D2.pdb1	6dn7A1.pdb1	241.0
6dn8D1.pdb2	6dn8C1.pdb2	302.9
1dnxB1.pdb1	1dnxA1.pdb1	494.15
6dn6B1.pdb1	6dn6A1.pdb1	286.95
3dnxA1.pdb1	3dnxA2.pdb1	1396.0
4dnaA1.pdb1	4dnaB1.pdb1	3060.9
3dnjC1.pdb2	3dnjA1.pdb2	282.1
4dnfB1.pdb1	4dnfA1.pdb1	1388.5
1dnzA2.pdb1	1dnzA1.pdb1	482.4
3dn7B1.pdb1	3dn7A1.pdb1	1591.7
1dnmA1.pdb1	1dnmB1.pdb1	589.9
5dnnB1.pdb1	5dnnJ1.pdb1	425.45
5dnnB1.pdb1	5dnnD1.pdb1	500.95
5dnnB1.pdb1	5dnnA1.pdb1	2494.65
5dnnB1.pdb1	5dnnG1.pdb1	419.45
5dnnB1.pdb1	5dnnH1.pdb1	286.9
5dnnB1.pdb1	5dnnC1.pdb1	8.55
5dnnB1.pdb1	5dnnI1.pdb1	252.2
5dnnJ1.pdb1	5dnnF1.pdb1	302.05
5dnnJ1.pdb1	5dnnD1.pdb1	334.05
5dnnJ1.pdb1	5dnnA1.pdb1	804.85
5dnnJ1.pdb1	5dnnG1.pdb1	395.5
5dnnJ1.pdb1	5dnnH1.pdb1	462.15
5dnnJ1.pdb1	5dnnC1.pdb1	450.5
5dnnJ1.pdb1	5dnnI1.pdb1	6424.5
5dnnJ1.pdb1	5dnnE1.pdb1	699.1
5dnnF1.pdb1	5dnnD1.pdb1	245.7
5dnnF1.pdb1	5dnnG1.pdb1	7.55
5dnnF1.pdb1	5dnnH1.pdb1	475.7
5dnnF1.pdb1	5dnnC1.pdb1	415.95
5dnnF1.pdb1	5dnnI1.pdb1	372.55
5dnnF1.pdb1	5dnnE1.pdb1	2579.25
5dnnD1.pdb1	5dnnG1.pdb1	60.35
5dnnD1.pdb1	5dnnH1.pdb1	4.75
5dnnD1.pdb1	5dnnC1.pdb1	2540.65
5dnnD1.pdb1	5dnnI1.pdb1	422.2
5dnnA1.pdb1	5dnnG1.pdb1	694.45
5dnnA1.pdb1	5dnnC1.pdb1	2.1
5dnnA1.pdb1	5dnnI1.pdb1	730.95
5dnnA1.pdb1	5dnnE1.pdb1	604.65
5dnnG1.pdb1	5dnnH1.pdb1	2531.0
5dnnG1.pdb1	5dnnC1.pdb1	166.0
5dnnG1.pdb1	5dnnI1.pdb1	484.0
5dnnG1.pdb1	5dnnE1.pdb1	29.1
5dnnH1.pdb1	5dnnC1.pdb1	51.85
5dnnH1.pdb1	5dnnI1.pdb1	309.05
5dnnC1.pdb1	5dnnI1.pdb1	376.45
5dnnC1.pdb1	5dnnE1.pdb1	683.6
5dnnI1.pdb1	5dnnE1.pdb1	774.05
3dndI1.pdb1	3dndA1.pdb1	1007.7
5dncD4.pdb2	5dncC1.pdb2	47.95
5dncD4.pdb2	5dncB1.pdb2	89.95
5dncD4.pdb2	5dncA4.pdb2	2006.65
5dncD4.pdb2	5dncC2.pdb2	140.3
5dncC1.pdb2	5dncB1.pdb2	2029.75
5dncC1.pdb2	5dncA4.pdb2	208.7
5dncC1.pdb2	5dncD3.pdb2	140.35
5dncC1.pdb2	5dncA3.pdb2	640.0
5dncB1.pdb2	5dncA3.pdb2	149.65
5dncA4.pdb2	5dncC2.pdb2	640.1
5dncA4.pdb2	5dncB2.pdb2	149.65
5dncD3.pdb2	5dncC2.pdb2	47.95
5dncD3.pdb2	5dncB2.pdb2	89.95
5dncD3.pdb2	5dncA3.pdb2	2006.65
5dncC2.pdb2	5dncB2.pdb2	2029.8
5dncC2.pdb2	5dncA3.pdb2	208.7
4dn5A1.pdb3	4dn5B1.pdb3	1463.15
4dnbA1.pdb1	4dnbB1.pdb1	547.6
1dnuC1.pdb3	1dnuA1.pdb3	5553.5
3dnjD1.pdb1	3dnjB1.pdb1	293.45
1dnwC1.pdb2	1dnwA1.pdb2	5546.65
4dngB1.pdb1	4dngA1.pdb1	1706.5
5dnoA1.pdb1	5dnoB1.pdb1	618.45
1dncA1.pdb1	1dncA2.pdb1	3328.1
6dn1Z1.pdb1	6dn1X1.pdb1	2629.4
4dntC2.pdb1	4dntA2.pdb1	1576.3
4dntC2.pdb1	4dntA1.pdb1	267.55
4dntC2.pdb1	4dntB1.pdb1	1152.75
4dntC2.pdb1	4dntB2.pdb1	1672.25
4dntC3.pdb1	4dntA2.pdb1	267.6
4dntC3.pdb1	4dntB3.pdb1	1672.3
4dntC3.pdb1	4dntB2.pdb1	1152.85
4dntC3.pdb1	4dntA3.pdb1	1576.3
4dntA2.pdb1	4dntA1.pdb1	2686.4
4dntA2.pdb1	4dntB3.pdb1	184.95
4dntA2.pdb1	4dntB1.pdb1	211.75
4dntA2.pdb1	4dntB2.pdb1	2005.85
4dntA2.pdb1	4dntA3.pdb1	2686.45
4dntA1.pdb1	4dntB3.pdb1	211.7
4dntA1.pdb1	4dntB1.pdb1	2005.8
4dntA1.pdb1	4dntB2.pdb1	184.95
4dntA1.pdb1	4dntA3.pdb1	2686.4
4dntA1.pdb1	4dntC1.pdb1	1576.3
4dntB3.pdb1	4dntA3.pdb1	2005.8
4dntB3.pdb1	4dntC1.pdb1	1152.8
4dntB1.pdb1	4dntA3.pdb1	184.95
4dntB1.pdb1	4dntC1.pdb1	1672.3
4dntB2.pdb1	4dntA3.pdb1	211.75
4dntA3.pdb1	4dntC1.pdb1	267.6
3dnfA1.pdb1	3dnfB1.pdb1	795.3
4dnnB1.pdb1	4dnnA1.pdb1	841.7
4dn4H1.pdb1	4dn4M1.pdb1	441.85
4dn4H1.pdb1	4dn4L1.pdb1	1703.7
4dn4M1.pdb1	4dn4L1.pdb1	342.3
6dnhA1.pdb1	6dnhC1.pdb1	1808.4
6dnhA1.pdb1	6dnhB1.pdb1	3790.8
6dnhC1.pdb1	6dnhE1.pdb1	631.9
6dnhC1.pdb1	6dnhB1.pdb1	872.0
6dnhE1.pdb1	6dnhB1.pdb1	689.1
5dnmE1.pdb1	5dnmC1.pdb1	677.5
5dnmE1.pdb1	5dnmF1.pdb1	2561.7
5dnmE1.pdb1	5dnmG1.pdb1	27.75
5dnmE1.pdb1	5dnmA1.pdb1	605.65
5dnmE1.pdb1	5dnmJ1.pdb1	690.45
5dnmE1.pdb1	5dnmI1.pdb1	765.05
5dnmH1.pdb1	5dnmD1.pdb1	4.25
5dnmH1.pdb1	5dnmC1.pdb1	51.05
5dnmH1.pdb1	5dnmF1.pdb1	471.0
5dnmH1.pdb1	5dnmB1.pdb1	280.0
5dnmH1.pdb1	5dnmG1.pdb1	2510.8
5dnmH1.pdb1	5dnmJ1.pdb1	450.75
5dnmH1.pdb1	5dnmI1.pdb1	304.05
5dnmD1.pdb1	5dnmC1.pdb1	2522.6
5dnmD1.pdb1	5dnmF1.pdb1	247.45
5dnmD1.pdb1	5dnmB1.pdb1	498.4
5dnmD1.pdb1	5dnmG1.pdb1	60.2
5dnmD1.pdb1	5dnmJ1.pdb1	330.9
5dnmD1.pdb1	5dnmI1.pdb1	416.7
5dnmC1.pdb1	5dnmF1.pdb1	412.8
5dnmC1.pdb1	5dnmB1.pdb1	7.75
5dnmC1.pdb1	5dnmG1.pdb1	165.3
5dnmC1.pdb1	5dnmA1.pdb1	2.45
5dnmC1.pdb1	5dnmJ1.pdb1	449.9
5dnmC1.pdb1	5dnmI1.pdb1	374.65
5dnmF1.pdb1	5dnmG1.pdb1	5.8
5dnmF1.pdb1	5dnmJ1.pdb1	296.25
5dnmF1.pdb1	5dnmI1.pdb1	368.75
5dnmB1.pdb1	5dnmG1.pdb1	409.2
5dnmB1.pdb1	5dnmA1.pdb1	2478.6
5dnmB1.pdb1	5dnmJ1.pdb1	418.65
5dnmB1.pdb1	5dnmI1.pdb1	245.85
5dnmG1.pdb1	5dnmA1.pdb1	683.3
5dnmG1.pdb1	5dnmJ1.pdb1	388.3
5dnmG1.pdb1	5dnmI1.pdb1	477.65
5dnmA1.pdb1	5dnmJ1.pdb1	793.1
5dnmA1.pdb1	5dnmI1.pdb1	724.35
5dnmJ1.pdb1	5dnmI1.pdb1	6402.75
4dneB2.pdb1	4dneB1.pdb1	209.3
4dneB2.pdb1	4dneA1.pdb1	625.8
4dneB2.pdb1	4dneA2.pdb1	1568.5
4dneB1.pdb1	4dneA1.pdb1	1568.5
4dneB1.pdb1	4dneA2.pdb1	625.8
4dneA1.pdb1	4dneA2.pdb1	194.1
5dnsA1.pdb2	5dnsB2.pdb2	682.6
6dnzD1.pdb1	6dnzC1.pdb1	1617.05
6dnzD1.pdb1	6dnzB1.pdb1	184.4
6dnzD1.pdb1	6dnzA1.pdb1	468.75
6dnzC1.pdb1	6dnzB1.pdb1	465.2
6dnzB1.pdb1	6dnzA1.pdb1	1574.95
6dnfA1.pdb1	6dnfB1.pdb1	1078.05
6dnfA1.pdb1	6dnfD1.pdb1	1430.15
6dnfA1.pdb1	6dnfC1.pdb1	16.6
6dnfB1.pdb1	6dnfD1.pdb1	11.85
6dnfB1.pdb1	6dnfC1.pdb1	1437.3
6dnfD1.pdb1	6dnfC1.pdb1	1079.45
5dnkB1.pdb1	5dnkA1.pdb1	1616.75
3dnvA2.pdb1	3dnvB2.pdb1	514.45
3dnvA2.pdb1	3dnvT2.pdb1	105.2
3dnvA2.pdb1	3dnvB1.pdb1	284.85
3dnvB2.pdb1	3dnvT2.pdb1	303.1
3dnvB2.pdb1	3dnvB1.pdb1	1402.1
3dnvT2.pdb1	3dnvB1.pdb1	358.7
1dnoA1.pdb1	1dnoB1.pdb1	476.8
6dn0A1.pdb1	6dn0B1.pdb1	757.95
3dnkB1.pdb1	3dnkA1.pdb1	1138.25
2dn3A1.pdb1	2dn3B1.pdb1	913.7
2dn3A1.pdb1	2dn3B2.pdb1	529.1
2dn3A1.pdb1	2dn3A2.pdb1	258.2
2dn3B1.pdb1	2dn3B2.pdb1	241.5
2dn3B1.pdb1	2dn3A2.pdb1	529.1
2dn3B2.pdb1	2dn3A2.pdb1	913.7
3dncA4.pdb1	3dncA3.pdb1	952.95
3dncA4.pdb1	3dncA2.pdb1	952.95
3dncA3.pdb1	3dncA5.pdb1	952.95
3dncA2.pdb1	3dncA6.pdb1	952.95
3dncA1.pdb1	3dncA6.pdb1	952.95
3dncA1.pdb1	3dncA5.pdb1	952.95
1dn0C1.pdb2	1dn0D1.pdb2	1722.6
3dniA1.pdb1	3dniA2.pdb1	534.8
6dn8F1.pdb3	6dn8E1.pdb3	310.1
6dn7C1.pdb2	6dn7B2.pdb2	239.85
1dnsA2.pdb1	1dnsA1.pdb1	375.5
5dnfG1.pdb1	5dnfE1.pdb1	592.8
5dnfG1.pdb1	5dnfH1.pdb1	728.65
5dnfG1.pdb1	5dnfI1.pdb1	653.2
5dnfA1.pdb1	5dnfC1.pdb1	623.7
5dnfA1.pdb1	5dnfD1.pdb1	254.05
5dnfA1.pdb1	5dnfB1.pdb1	722.2
5dnfE1.pdb1	5dnfF1.pdb1	742.9
5dnfE1.pdb1	5dnfC1.pdb1	652.1
5dnfF1.pdb1	5dnfC1.pdb1	247.0
5dnfF1.pdb1	5dnfD1.pdb1	625.7
5dnfC1.pdb1	5dnfD1.pdb1	700.05
5dnfD1.pdb1	5dnfB1.pdb1	655.15
5dnfH1.pdb1	5dnfI1.pdb1	253.5
6dn2Y1.pdb1	6dn2X1.pdb1	2604.95
5dnlB7.pdb1	5dnlC2.pdb1	476.7
5dnlB7.pdb1	5dnlB3.pdb1	626.2
5dnlB7.pdb1	5dnlC7.pdb1	474.9
5dnlB7.pdb1	5dnlA7.pdb1	735.75
5dnlB7.pdb1	5dnlC6.pdb1	740.65
5dnlB6.pdb1	5dnlB1.pdb1	626.2
5dnlB6.pdb1	5dnlA6.pdb1	735.75
5dnlB6.pdb1	5dnlC3.pdb1	476.7
5dnlB6.pdb1	5dnlC8.pdb1	740.65
5dnlB6.pdb1	5dnlC6.pdb1	474.9
5dnlC5.pdb1	5dnlB5.pdb1	474.9
5dnlC5.pdb1	5dnlA5.pdb1	628.05
5dnlC5.pdb1	5dnlB8.pdb1	740.65
5dnlC5.pdb1	5dnlB4.pdb1	476.7
5dnlC5.pdb1	5dnlA8.pdb1	730.65
5dnlB5.pdb1	5dnlB2.pdb1	626.2
5dnlB5.pdb1	5dnlA5.pdb1	735.75
5dnlB5.pdb1	5dnlC4.pdb1	476.7
5dnlB5.pdb1	5dnlC7.pdb1	740.65
5dnlB2.pdb1	5dnlC4.pdb1	740.65
5dnlB2.pdb1	5dnlC2.pdb1	474.9
5dnlB2.pdb1	5dnlA2.pdb1	735.7
5dnlB2.pdb1	5dnlC7.pdb1	476.7
5dnlA5.pdb1	5dnlC7.pdb1	730.65
5dnlA5.pdb1	5dnlA8.pdb1	476.95
5dnlA5.pdb1	5dnlA7.pdb1	476.95
5dnlC4.pdb1	5dnlA2.pdb1	730.65
5dnlC4.pdb1	5dnlB4.pdb1	474.9
5dnlC4.pdb1	5dnlA4.pdb1	628.05
5dnlB1.pdb1	5dnlA1.pdb1	735.7
5dnlB1.pdb1	5dnlC1.pdb1	474.9
5dnlB1.pdb1	5dnlC3.pdb1	740.65
5dnlB1.pdb1	5dnlC8.pdb1	476.7
5dnlA1.pdb1	5dnlC1.pdb1	628.05
5dnlA1.pdb1	5dnlC3.pdb1	730.65
5dnlA1.pdb1	5dnlA3.pdb1	476.95
5dnlA1.pdb1	5dnlA4.pdb1	476.95
5dnlC2.pdb1	5dnlB3.pdb1	740.65
5dnlC2.pdb1	5dnlA2.pdb1	628.05
5dnlC2.pdb1	5dnlA3.pdb1	730.65
5dnlB3.pdb1	5dnlC3.pdb1	474.9
5dnlB3.pdb1	5dnlA3.pdb1	735.7
5dnlB3.pdb1	5dnlC6.pdb1	476.7
5dnlA6.pdb1	5dnlA8.pdb1	476.95
5dnlA6.pdb1	5dnlA7.pdb1	476.95
5dnlA6.pdb1	5dnlC8.pdb1	730.65
5dnlA6.pdb1	5dnlC6.pdb1	628.05
5dnlB8.pdb1	5dnlC1.pdb1	476.7
5dnlB8.pdb1	5dnlB4.pdb1	626.2
5dnlB8.pdb1	5dnlA8.pdb1	735.75
5dnlB8.pdb1	5dnlC8.pdb1	474.9
5dnlA2.pdb1	5dnlA3.pdb1	476.95
5dnlA2.pdb1	5dnlA4.pdb1	476.95
5dnlC7.pdb1	5dnlA7.pdb1	628.05
5dnlC1.pdb1	5dnlB4.pdb1	740.65
5dnlC1.pdb1	5dnlA4.pdb1	730.65
5dnlC3.pdb1	5dnlA3.pdb1	628.05
5dnlB4.pdb1	5dnlA4.pdb1	735.7
5dnlA8.pdb1	5dnlC8.pdb1	628.05
5dnlA7.pdb1	5dnlC6.pdb1	730.65
3dneI1.pdb1	3dneA1.pdb1	998.9
4dncA1.pdb1	4dncD1.pdb1	1573.75
6dnqB1.pdb1	6dnqA1.pdb1	751.5
6dnqB1.pdb1	6dnqE1.pdb1	762.75
6dnqE1.pdb1	6dnqD1.pdb1	861.25
6dnqD1.pdb1	6dnqC1.pdb1	754.95
4dnvD1.pdb2	4dnvC1.pdb2	1347.45
5dneC1.pdb1	5dneA1.pdb1	12.75
5dneC1.pdb1	5dneD1.pdb1	1219.55
5dneC1.pdb1	5dneB1.pdb1	2017.35
5dneA1.pdb1	5dneD1.pdb1	1958.5
5dneA1.pdb1	5dneB1.pdb1	1118.35
5dneD1.pdb1	5dneB1.pdb1	0.1
4dnwA1.pdb1	4dnwB1.pdb1	1334.25
6dn8B1.pdb1	6dn8A1.pdb1	299.7
1dn6A1.pdb1	1dn6B1.pdb1	429.1
3dnsA1.pdb1	3dnsB2.pdb1	928.55
3dnlH1.pdb1	3dnlI1.pdb1	3809.45
3dnlH1.pdb1	3dnlG1.pdb1	1391.8
3dnlI1.pdb1	3dnlG1.pdb1	1075.35
3dnlC1.pdb1	3dnlB1.pdb1	3807.75
3dnlC1.pdb1	3dnlA1.pdb1	1075.7
3dnlB1.pdb1	3dnlA1.pdb1	1391.2
3dnlE1.pdb1	3dnlD1.pdb1	1392.15
3dnlE1.pdb1	3dnlF1.pdb1	3808.4
3dnlD1.pdb1	3dnlF1.pdb1	1075.4
6dn3X1.pdb1	6dn3Y1.pdb1	2615.45
3dnhA1.pdb1	3dnhB1.pdb1	2234.35
3dnmB2.pdb6	3dnmC1.pdb6	263.25
3dnmB2.pdb6	3dnmC2.pdb6	266.1
3dnmB2.pdb6	3dnmB1.pdb6	995.6
3dnmC1.pdb6	3dnmC2.pdb6	689.3
3dnmC1.pdb6	3dnmB1.pdb6	266.1
