1h1iD1.pdb2	1h1iB1.pdb2	2070.2
2h1lH1.pdb2	2h1lG1.pdb2	2164.2
2h1lX1.pdb2	2h1lL1.pdb2	825.35
2h1lW1.pdb2	2h1lK1.pdb2	839.65
2h1lJ1.pdb2	2h1lI1.pdb2	2137.1
2h1lJ1.pdb2	2h1lL1.pdb2	5.0
2h1lJ1.pdb2	2h1lK1.pdb2	2158.9
2h1lJ1.pdb2	2h1lV1.pdb2	852.5
2h1lI1.pdb2	2h1lG1.pdb2	11.2
2h1lL1.pdb2	2h1lG1.pdb2	2199.95
2h1lL1.pdb2	2h1lK1.pdb2	2096.15
4h19O2.pdb3	4h19P1.pdb3	647.5
4h19O2.pdb3	4h19N2.pdb3	637.0
4h19O2.pdb3	4h19P2.pdb3	1919.95
4h19O2.pdb3	4h19O1.pdb3	1166.6
4h19J2.pdb3	4h19J1.pdb3	1155.95
4h19J2.pdb3	4h19N1.pdb3	622.1
4h19J2.pdb3	4h19N2.pdb3	1921.95
4h19J2.pdb3	4h19P2.pdb3	642.15
4h19P1.pdb3	4h19J1.pdb3	642.05
4h19P1.pdb3	4h19N1.pdb3	1145.95
4h19P1.pdb3	4h19O1.pdb3	1919.95
4h19J1.pdb3	4h19N1.pdb3	1921.9
4h19J1.pdb3	4h19N2.pdb3	622.15
4h19N1.pdb3	4h19O1.pdb3	636.95
4h19N2.pdb3	4h19P2.pdb3	1146.05
4h19P2.pdb3	4h19O1.pdb3	647.55
6h12B2.pdb1	6h12A1.pdb1	951.75
5h14B1.pdb2	5h14C1.pdb2	1430.9
3h16B1.pdb1	3h16A1.pdb1	767.25
2h1tB1.pdb1	2h1tA1.pdb1	2496.35
4h19B1.pdb2	4h19C1.pdb2	1148.65
4h19B1.pdb2	4h19E1.pdb2	635.85
4h19B1.pdb2	4h19G1.pdb2	1946.3
4h19B1.pdb2	4h19M1.pdb2	644.5
4h19C1.pdb2	4h19G1.pdb2	639.05
4h19C1.pdb2	4h19M1.pdb2	1933.2
4h19C1.pdb2	4h19L1.pdb2	634.65
4h19I1.pdb2	4h19E1.pdb2	629.3
4h19I1.pdb2	4h19M1.pdb2	639.6
4h19I1.pdb2	4h19H1.pdb2	1154.1
4h19I1.pdb2	4h19L1.pdb2	1921.7
4h19E1.pdb2	4h19G1.pdb2	1143.8
4h19E1.pdb2	4h19H1.pdb2	1925.05
4h19G1.pdb2	4h19H1.pdb2	627.55
4h19M1.pdb2	4h19L1.pdb2	1149.55
4h19H1.pdb2	4h19L1.pdb2	631.1
1h1sC1.pdb2	1h1sD1.pdb2	1611.55
3h1cM1.pdb9	3h1cR1.pdb9	1933.1
3h1cM1.pdb9	3h1cO1.pdb9	1936.05
3h1cR1.pdb9	3h1cO1.pdb9	1911.2
2h1eB1.pdb1	2h1eA1.pdb1	1115.35
2h1iB1.pdb5	2h1iC2.pdb5	528.9
4h19A2.pdb1	4h19A1.pdb1	1150.25
4h19A2.pdb1	4h19D1.pdb1	644.25
4h19A2.pdb1	4h19F2.pdb1	646.4
4h19A2.pdb1	4h19D2.pdb1	1926.45
4h19A1.pdb1	4h19D1.pdb1	1926.45
4h19A1.pdb1	4h19D2.pdb1	644.25
4h19A1.pdb1	4h19F1.pdb1	646.5
4h19D1.pdb1	4h19K1.pdb1	631.05
4h19D1.pdb1	4h19F1.pdb1	1159.85
4h19K1.pdb1	4h19F2.pdb1	634.6
4h19K1.pdb1	4h19F1.pdb1	1924.15
4h19K1.pdb1	4h19K2.pdb1	1157.95
4h19F2.pdb1	4h19D2.pdb1	1159.9
4h19F2.pdb1	4h19K2.pdb1	1924.15
4h19D2.pdb1	4h19K2.pdb1	631.05
4h19F1.pdb1	4h19K2.pdb1	634.6
6h14A2.pdb1	6h14B1.pdb1	958.2
5h10B1.pdb1	5h10C1.pdb1	1142.35
5h10B1.pdb1	5h10E1.pdb1	436.1
5h10B1.pdb1	5h10A1.pdb1	1126.25
5h10F1.pdb1	5h10C1.pdb1	497.1
5h10C1.pdb1	5h10A1.pdb1	1185.55
5h10D1.pdb1	5h10A1.pdb1	408.0
4h1hA1.pdb1	4h1hB1.pdb1	1270.25
1h1sB1.pdb1	1h1sA1.pdb1	1634.05
4h13D1.pdb1	4h13A1.pdb1	429.05
4h13D1.pdb1	4h13B2.pdb1	630.65
4h13D1.pdb1	4h13E1.pdb1	235.9
4h13D1.pdb1	4h13B1.pdb1	206.0
4h13D1.pdb1	4h13C2.pdb1	69.35
4h13D1.pdb1	4h13A2.pdb1	453.1
4h13D1.pdb1	4h13C1.pdb1	684.45
4h13A1.pdb1	4h13F1.pdb1	2.95
4h13A1.pdb1	4h13B2.pdb1	96.25
4h13A1.pdb1	4h13G1.pdb1	771.85
4h13A1.pdb1	4h13B1.pdb1	3342.8
4h13A1.pdb1	4h13A2.pdb1	1600.65
4h13A1.pdb1	4h13D2.pdb1	453.15
4h13A1.pdb1	4h13C1.pdb1	191.9
4h13A1.pdb1	4h13H1.pdb1	212.8
4h13E2.pdb1	4h13C2.pdb1	441.7
4h13E2.pdb1	4h13H2.pdb1	479.95
4h13E2.pdb1	4h13D2.pdb1	235.95
4h13E2.pdb1	4h13F2.pdb1	354.4
4h13F1.pdb1	4h13G1.pdb1	397.75
4h13F1.pdb1	4h13E1.pdb1	354.4
4h13F1.pdb1	4h13B1.pdb1	37.35
4h13F1.pdb1	4h13C1.pdb1	106.3
4h13F1.pdb1	4h13H1.pdb1	535.65
4h13B2.pdb1	4h13G2.pdb1	941.3
4h13B2.pdb1	4h13C2.pdb1	1325.5
4h13B2.pdb1	4h13H2.pdb1	497.45
4h13B2.pdb1	4h13A2.pdb1	3342.75
4h13B2.pdb1	4h13D2.pdb1	206.0
4h13B2.pdb1	4h13F2.pdb1	37.35
4h13G2.pdb1	4h13C2.pdb1	90.0
4h13G2.pdb1	4h13H2.pdb1	136.25
4h13G2.pdb1	4h13A2.pdb1	771.8
4h13G2.pdb1	4h13F2.pdb1	397.7
4h13G1.pdb1	4h13B1.pdb1	941.3
4h13G1.pdb1	4h13C1.pdb1	90.05
4h13G1.pdb1	4h13H1.pdb1	136.25
4h13E1.pdb1	4h13C1.pdb1	441.65
4h13E1.pdb1	4h13H1.pdb1	479.95
4h13B1.pdb1	4h13A2.pdb1	96.3
4h13B1.pdb1	4h13D2.pdb1	630.7
4h13B1.pdb1	4h13C1.pdb1	1325.55
4h13B1.pdb1	4h13H1.pdb1	497.55
4h13C2.pdb1	4h13H2.pdb1	837.35
4h13C2.pdb1	4h13A2.pdb1	191.9
4h13C2.pdb1	4h13D2.pdb1	684.55
4h13C2.pdb1	4h13F2.pdb1	106.3
4h13H2.pdb1	4h13A2.pdb1	212.75
4h13H2.pdb1	4h13F2.pdb1	535.6
4h13A2.pdb1	4h13D2.pdb1	429.0
4h13A2.pdb1	4h13F2.pdb1	2.9
4h13D2.pdb1	4h13C1.pdb1	69.3
4h13C1.pdb1	4h13H1.pdb1	837.4
1h1qA1.pdb1	1h1qB1.pdb1	1655.8
4h1pA1.pdb1	4h1pA2.pdb1	400.3
5h1oA1.pdb1	5h1oB1.pdb1	1346.65
2h1sA1.pdb1	2h1sB1.pdb1	3046.25
4h1lF1.pdb2	4h1lD1.pdb2	630.1
4h1lF1.pdb2	4h1lH1.pdb2	247.05
4h1lF1.pdb2	4h1lG1.pdb2	180.1
4h1lF1.pdb2	4h1lE1.pdb2	607.35
4h1lD1.pdb2	4h1lH1.pdb2	338.75
4h1lD1.pdb2	4h1lG1.pdb2	39.3
4h1lD1.pdb2	4h1lE1.pdb2	2370.85
4h1lH1.pdb2	4h1lG1.pdb2	797.4
4h1lH1.pdb2	4h1lE1.pdb2	159.5
4h1lG1.pdb2	4h1lE1.pdb2	243.25
4h18D1.pdb6	4h18B2.pdb6	655.9
6h1mA4.pdb1	6h1mA2.pdb1	1575.0
6h1mA4.pdb1	6h1mA3.pdb1	1690.3
6h1mA4.pdb1	6h1mA1.pdb1	266.2
6h1mA2.pdb1	6h1mA3.pdb1	266.2
6h1mA2.pdb1	6h1mA1.pdb1	1690.3
6h1mA3.pdb1	6h1mA1.pdb1	1575.0
1h1pA1.pdb1	1h1pB1.pdb1	1576.1
4h1hA2.pdb2	4h1hB3.pdb2	305.5
4h1hA2.pdb2	4h1hB2.pdb2	1270.2
4h1hA2.pdb2	4h1hA1.pdb2	23.25
4h1hA2.pdb2	4h1hA3.pdb2	22.95
4h1hB3.pdb2	4h1hB2.pdb2	295.35
4h1hB3.pdb2	4h1hB1.pdb2	294.3
4h1hB3.pdb2	4h1hA3.pdb2	1267.25
4h1hB2.pdb2	4h1hA1.pdb2	303.85
4h1hB2.pdb2	4h1hB1.pdb2	295.4
4h1hA1.pdb2	4h1hB1.pdb2	1270.25
4h1hA1.pdb2	4h1hA3.pdb2	23.25
4h1hB1.pdb2	4h1hA3.pdb2	304.85
3h1cG1.pdb5	3h1cK1.pdb5	1871.1
3h1cG1.pdb5	3h1cI1.pdb5	1843.7
3h1cK1.pdb5	3h1cI1.pdb5	1960.15
1h1yB1.pdb1	1h1yA1.pdb1	945.55
1h16A2.pdb1	1h16A1.pdb1	1909.9
6h16A1.pdb1	6h16B1.pdb1	807.55
6h1fB1.pdb1	6h1fA1.pdb1	620.5
3h14A2.pdb2	3h14A1.pdb2	1980.6
1h1wA2.pdb1	1h1wA1.pdb1	1022.1
4h1iD1.pdb2	4h1iB1.pdb2	2221.15
4h1yP2.pdb1	4h1yP1.pdb1	1234.7
5h16A1.pdb1	5h16E1.pdb1	146.15
5h16A1.pdb1	5h16D1.pdb1	13.25
5h16A1.pdb1	5h16C1.pdb1	667.05
5h16A1.pdb1	5h16B1.pdb1	563.6
5h16A1.pdb1	5h16F1.pdb1	1154.85
5h16E1.pdb1	5h16D1.pdb1	588.65
5h16E1.pdb1	5h16C1.pdb1	17.45
5h16E1.pdb1	5h16B1.pdb1	1143.05
5h16E1.pdb1	5h16F1.pdb1	601.7
5h16D1.pdb1	5h16C1.pdb1	1141.45
5h16D1.pdb1	5h16B1.pdb1	141.65
5h16D1.pdb1	5h16F1.pdb1	631.55
5h16C1.pdb1	5h16B1.pdb1	654.3
5h16C1.pdb1	5h16F1.pdb1	125.35
5h16B1.pdb1	5h16F1.pdb1	6.95
1h18A1.pdb1	1h18B1.pdb1	1922.3
4h18C2.pdb5	4h18A1.pdb5	658.4
2h12A1.pdb1	2h12C1.pdb1	400.85
2h12A1.pdb1	2h12D1.pdb1	145.55
2h12A1.pdb1	2h12B1.pdb1	6044.25
2h12A1.pdb1	2h12E1.pdb1	401.4
2h12A1.pdb1	2h12F1.pdb1	7.3
2h12C1.pdb1	2h12D1.pdb1	5957.4
2h12C1.pdb1	2h12B1.pdb1	9.35
2h12C1.pdb1	2h12E1.pdb1	397.0
2h12C1.pdb1	2h12F1.pdb1	145.0
2h12D1.pdb1	2h12B1.pdb1	395.75
2h12D1.pdb1	2h12E1.pdb1	9.85
2h12D1.pdb1	2h12F1.pdb1	395.6
2h12B1.pdb1	2h12E1.pdb1	144.65
2h12B1.pdb1	2h12F1.pdb1	377.6
2h12E1.pdb1	2h12F1.pdb1	5969.75
5h15C1.pdb1	5h15A1.pdb1	1433.5
2h1xC1.pdb1	2h1xA1.pdb1	381.25
2h1xC1.pdb1	2h1xD1.pdb1	891.55
2h1xC1.pdb1	2h1xB1.pdb1	301.25
2h1xA1.pdb1	2h1xD1.pdb1	300.35
2h1xA1.pdb1	2h1xB1.pdb1	905.6
2h1xD1.pdb1	2h1xB1.pdb1	361.8
5h1rG1.pdb1	5h1rL1.pdb1	220.05
5h1rG1.pdb1	5h1rF1.pdb1	1926.8
5h1rG1.pdb1	5h1rK1.pdb1	623.35
5h1rG1.pdb1	5h1rJ1.pdb1	103.15
5h1rG1.pdb1	5h1rH1.pdb1	1926.7
5h1rL1.pdb1	5h1rM1.pdb1	1926.0
5h1rL1.pdb1	5h1rF1.pdb1	622.45
5h1rL1.pdb1	5h1rK1.pdb1	1923.8
5h1rL1.pdb1	5h1rE1.pdb1	103.15
5h1rD1.pdb1	5h1rC1.pdb1	1927.7
5h1rD1.pdb1	5h1rM1.pdb1	103.2
5h1rD1.pdb1	5h1rN1.pdb1	622.7
5h1rD1.pdb1	5h1rO1.pdb1	220.25
5h1rD1.pdb1	5h1rE1.pdb1	1927.05
5h1rP1.pdb1	5h1rC1.pdb1	220.1
5h1rP1.pdb1	5h1rO1.pdb1	1928.65
5h1rP1.pdb1	5h1rB1.pdb1	623.35
5h1rP1.pdb1	5h1rA1.pdb1	103.3
5h1rP1.pdb1	5h1rI1.pdb1	1930.5
5h1rC1.pdb1	5h1rN1.pdb1	103.1
5h1rC1.pdb1	5h1rO1.pdb1	622.15
5h1rC1.pdb1	5h1rB1.pdb1	1927.15
5h1rM1.pdb1	5h1rF1.pdb1	220.1
5h1rM1.pdb1	5h1rN1.pdb1	1926.5
5h1rM1.pdb1	5h1rE1.pdb1	622.4
5h1rF1.pdb1	5h1rK1.pdb1	103.8
5h1rF1.pdb1	5h1rE1.pdb1	1927.7
5h1rN1.pdb1	5h1rO1.pdb1	1925.05
5h1rN1.pdb1	5h1rE1.pdb1	220.05
5h1rO1.pdb1	5h1rB1.pdb1	103.2
5h1rB1.pdb1	5h1rA1.pdb1	1930.4
5h1rB1.pdb1	5h1rI1.pdb1	220.1
5h1rK1.pdb1	5h1rJ1.pdb1	1932.55
5h1rK1.pdb1	5h1rH1.pdb1	220.85
5h1rJ1.pdb1	5h1rH1.pdb1	622.75
5h1rJ1.pdb1	5h1rA1.pdb1	220.0
5h1rJ1.pdb1	5h1rI1.pdb1	1922.75
5h1rH1.pdb1	5h1rA1.pdb1	1923.35
5h1rH1.pdb1	5h1rI1.pdb1	102.9
5h1rA1.pdb1	5h1rI1.pdb1	621.5
5h17B1.pdb1	5h17A1.pdb1	1160.4
4h1zF1.pdb1	4h1zB1.pdb1	2153.95
4h1zF1.pdb1	4h1zC1.pdb1	440.0
4h1zF1.pdb1	4h1zG1.pdb1	1027.65
4h1zF1.pdb1	4h1zE1.pdb1	405.35
4h1zB1.pdb1	4h1zC1.pdb1	1004.85
4h1zB1.pdb1	4h1zG1.pdb1	393.1
4h1zB1.pdb1	4h1zA1.pdb1	432.25
4h1zC1.pdb1	4h1zD1.pdb1	425.9
4h1zC1.pdb1	4h1zA1.pdb1	2189.05
4h1zD1.pdb1	4h1zA1.pdb1	1015.6
4h1zD1.pdb1	4h1zH1.pdb1	2207.85
4h1zD1.pdb1	4h1zE1.pdb1	474.25
4h1zG1.pdb1	4h1zH1.pdb1	476.8
4h1zG1.pdb1	4h1zE1.pdb1	2156.9
4h1zA1.pdb1	4h1zH1.pdb1	423.5
4h1zH1.pdb1	4h1zE1.pdb1	1013.6
3h1oB1.pdb1	3h1oA1.pdb1	1476.75
4h18A3.pdb7	4h18C1.pdb7	658.4
4h18A3.pdb7	4h18D3.pdb7	611.8
4h18B2.pdb7	4h18C1.pdb7	620.4
4h18B2.pdb7	4h18D3.pdb7	655.9
4h18C1.pdb7	4h18D3.pdb7	168.05
3h1sB1.pdb1	3h1sA1.pdb1	929.45
6h1wB1.pdb1	6h1wA1.pdb1	2110.95
6h1jA1.pdb1	6h1jB1.pdb1	438.7
6h1jA1.pdb1	6h1jC1.pdb1	438.6
6h1jB1.pdb1	6h1jC1.pdb1	453.15
6h1eA1.pdb1	6h1eS1.pdb1	201.25
6h1eA1.pdb1	6h1eB1.pdb1	1181.2
1h1mB1.pdb2	1h1mD1.pdb2	2062.65
2h1sD1.pdb2	2h1sC1.pdb2	3030.8
2h13A1.pdb1	2h13B1.pdb1	437.7
3h12A4.pdb1	3h12A1.pdb1	821.35
3h12A4.pdb1	3h12B1.pdb1	1350.15
3h12A4.pdb1	3h12A2.pdb1	821.35
3h12A4.pdb1	3h12B4.pdb1	1979.25
3h12A1.pdb1	3h12B3.pdb1	1350.15
3h12A1.pdb1	3h12B1.pdb1	1979.25
3h12A1.pdb1	3h12A3.pdb1	821.35
3h12B3.pdb1	3h12B1.pdb1	830.75
3h12B3.pdb1	3h12B2.pdb1	830.75
3h12B3.pdb1	3h12A3.pdb1	1979.25
3h12B1.pdb1	3h12B4.pdb1	830.75
3h12B2.pdb1	3h12A2.pdb1	1979.25
3h12B2.pdb1	3h12A3.pdb1	1350.15
3h12B2.pdb1	3h12B4.pdb1	830.75
3h12A2.pdb1	3h12A3.pdb1	821.35
3h12A2.pdb1	3h12B4.pdb1	1350.15
4h1sA1.pdb1	4h1sB1.pdb1	1268.4
4h1wA1.pdb1	4h1wB1.pdb1	1216.55
3h1nA1.pdb1	3h1nB1.pdb1	1848.7
3h11A1.pdb1	3h11B1.pdb1	1584.6
3h11B1.pdb1	3h11C1.pdb1	312.1
4h1tA1.pdb1	4h1tF1.pdb1	1068.8
4h1tA1.pdb1	4h1tE1.pdb1	203.65
4h1tA1.pdb1	4h1tC1.pdb1	203.4
4h1tA1.pdb1	4h1tB1.pdb1	1919.65
4h1tF1.pdb1	4h1tE1.pdb1	1898.15
4h1tF1.pdb1	4h1tD1.pdb1	183.7
4h1tF1.pdb1	4h1tB1.pdb1	195.0
4h1tE1.pdb1	4h1tD1.pdb1	1053.6
4h1tE1.pdb1	4h1tC1.pdb1	199.65
4h1tD1.pdb1	4h1tC1.pdb1	1906.15
4h1tD1.pdb1	4h1tB1.pdb1	192.45
4h1tC1.pdb1	4h1tB1.pdb1	1057.0
1h1lA1.pdb1	1h1lD1.pdb1	1239.8
1h1lA1.pdb1	1h1lB1.pdb1	4458.75
1h1lD1.pdb1	1h1lB1.pdb1	2685.7
1h1lD1.pdb1	1h1lC1.pdb1	4457.55
1h1lB1.pdb1	1h1lC1.pdb1	1237.55
2h1eA2.pdb2	2h1eB1.pdb2	735.95
2h1eA2.pdb2	2h1eA1.pdb2	385.7
2h1eA2.pdb2	2h1eB2.pdb2	1115.35
2h1eB1.pdb2	2h1eA1.pdb2	1115.35
2h1eB1.pdb2	2h1eB2.pdb2	389.1
2h1eA1.pdb2	2h1eB2.pdb2	735.95
1h1cC1.pdb2	1h1cD1.pdb2	2437.15
3h1cA1.pdb1	3h1cC1.pdb1	1827.3
3h1cA1.pdb1	3h1cB1.pdb1	1845.45
3h1cC1.pdb1	3h1cB1.pdb1	1926.4
1h1iA1.pdb1	1h1iC1.pdb1	2064.45
2h16B1.pdb1	2h16D1.pdb1	604.4
2h16B1.pdb1	2h16C1.pdb1	579.35
2h16D1.pdb1	2h16A1.pdb1	602.9
2h16C1.pdb1	2h16A1.pdb1	618.1
2h1iA2.pdb4	2h1iB2.pdb4	464.5
2h1iA2.pdb4	2h1iC1.pdb4	662.35
2h1iB2.pdb4	2h1iC1.pdb4	528.9
6h1dB1.pdb1	6h1dA1.pdb1	1181.05
4h1lJ1.pdb1	4h1lA1.pdb1	331.45
4h1lJ1.pdb1	4h1lI1.pdb1	807.0
4h1lJ1.pdb1	4h1lC1.pdb1	241.3
4h1lJ1.pdb1	4h1lB1.pdb1	174.65
4h1lA1.pdb1	4h1lI1.pdb1	31.2
4h1lA1.pdb1	4h1lC1.pdb1	633.75
4h1lA1.pdb1	4h1lB1.pdb1	2353.6
4h1lI1.pdb1	4h1lC1.pdb1	191.3
4h1lI1.pdb1	4h1lB1.pdb1	275.55
4h1lC1.pdb1	4h1lB1.pdb1	615.5
3h1zA1.pdb1	3h1zP1.pdb1	772.2
5h1qD1.pdb1	5h1qC1.pdb1	1939.3
5h1qD1.pdb1	5h1qE1.pdb1	1919.05
5h1qF1.pdb1	5h1qE1.pdb1	1922.4
5h1qF1.pdb1	5h1qG1.pdb1	1921.5
5h1qC1.pdb1	5h1qB1.pdb1	1922.6
5h1qB1.pdb1	5h1qA1.pdb1	1922.9
5h1qA1.pdb1	5h1qH1.pdb1	1921.8
5h1qH1.pdb1	5h1qG1.pdb1	1922.55
5h1eA1.pdb1	5h1eC1.pdb1	531.5
2h1cB1.pdb2	2h1cA1.pdb2	987.7
2h1cB1.pdb2	2h1cA2.pdb2	151.15
2h1cB1.pdb2	2h1cB2.pdb2	169.2
2h1cA1.pdb2	2h1cA2.pdb2	141.0
2h1cA1.pdb2	2h1cB2.pdb2	151.15
2h1cA2.pdb2	2h1cB2.pdb2	987.7
1h1qD1.pdb2	1h1qC1.pdb2	1671.2
2h1lD1.pdb1	2h1lF1.pdb1	9.35
2h1lD1.pdb1	2h1lE1.pdb1	2191.15
2h1lD1.pdb1	2h1lC1.pdb1	2176.45
2h1lD1.pdb1	2h1lP1.pdb1	846.3
2h1lM1.pdb1	2h1lA1.pdb1	846.7
2h1lB1.pdb1	2h1lN1.pdb1	866.5
2h1lB1.pdb1	2h1lC1.pdb1	2091.15
2h1lB1.pdb1	2h1lA1.pdb1	2207.45
2h1lQ1.pdb1	2h1lE1.pdb1	841.3
2h1lO1.pdb1	2h1lC1.pdb1	858.8
2h1lF1.pdb1	2h1lR1.pdb1	849.25
2h1lF1.pdb1	2h1lE1.pdb1	2132.4
2h1lF1.pdb1	2h1lA1.pdb1	2163.3
2h1cA2.pdb1	2h1cA1.pdb1	980.9
2h1cA2.pdb1	2h1cB2.pdb1	987.7
2h1cB1.pdb1	2h1cA1.pdb1	987.7
5h1xC1.pdb1	5h1xA1.pdb1	892.65
5h1xC1.pdb1	5h1xB1.pdb1	940.45
5h1xA1.pdb1	5h1xB1.pdb1	810.0
4h11B1.pdb3	4h11A2.pdb3	589.45
6h1cB4.pdb1	6h1cB3.pdb1	1378.05
6h1cB4.pdb1	6h1cA2.pdb1	460.1
6h1cB4.pdb1	6h1cA1.pdb1	646.65
6h1cB3.pdb1	6h1cA2.pdb1	646.7
6h1cB3.pdb1	6h1cA1.pdb1	460.0
6h1cA2.pdb1	6h1cA1.pdb1	1392.2
1h1bA1.pdb1	1h1bB1.pdb1	882.85
5h15D1.pdb2	5h15B1.pdb2	1419.8
1h1zB1.pdb1	1h1zA1.pdb1	940.9
1h1rA1.pdb1	1h1rB1.pdb1	1661.75
4h15B1.pdb1	4h15C1.pdb1	1647.4
4h15B1.pdb1	4h15D1.pdb1	1375.25
4h15B1.pdb1	4h15A1.pdb1	267.15
4h15C1.pdb1	4h15D1.pdb1	267.7
4h15C1.pdb1	4h15A1.pdb1	1374.75
4h15D1.pdb1	4h15A1.pdb1	1639.9
3h1pB1.pdb1	3h1pA1.pdb1	2019.9
3h1pB1.pdb1	3h1pD1.pdb1	342.55
3h1pA1.pdb1	3h1pC1.pdb1	342.4
6h13A2.pdb1	6h13B1.pdb1	896.55
1h1cB1.pdb1	1h1cA1.pdb1	2438.85
5h1nA1.pdb1	5h1nB1.pdb1	2086.6
