5e98A1.pdb1	5e98B1.pdb1	4174.65
1e9yA3.pdb1	1e9yA12.pdb1	581.45
1e9yA3.pdb1	1e9yA8.pdb1	581.05
1e9yB10.pdb1	1e9yB11.pdb1	508.9
1e9yB10.pdb1	1e9yA11.pdb1	535.0
1e9yB10.pdb1	1e9yB6.pdb1	2163.4
1e9yB10.pdb1	1e9yA10.pdb1	2648.0
1e9yB10.pdb1	1e9yB5.pdb1	2153.65
1e9yB10.pdb1	1e9yA5.pdb1	2232.9
1e9yB11.pdb1	1e9yB4.pdb1	2163.4
1e9yB11.pdb1	1e9yA11.pdb1	2648.05
1e9yB11.pdb1	1e9yA2.pdb1	2232.9
1e9yB11.pdb1	1e9yA10.pdb1	535.0
1e9yB11.pdb1	1e9yB2.pdb1	2153.65
1e9yB7.pdb1	1e9yB4.pdb1	509.9
1e9yB7.pdb1	1e9yB1.pdb1	2163.4
1e9yB7.pdb1	1e9yA4.pdb1	538.4
1e9yB7.pdb1	1e9yA7.pdb1	2650.7
1e9yB7.pdb1	1e9yA1.pdb1	2232.7
1e9yB7.pdb1	1e9yB9.pdb1	2162.05
1e9yB4.pdb1	1e9yA11.pdb1	2232.7
1e9yB4.pdb1	1e9yA4.pdb1	2650.7
1e9yB4.pdb1	1e9yA7.pdb1	538.4
1e9yB4.pdb1	1e9yB2.pdb1	2162.05
1e9yA11.pdb1	1e9yA2.pdb1	581.05
1e9yA11.pdb1	1e9yA4.pdb1	580.75
1e9yA11.pdb1	1e9yA7.pdb1	202.45
1e9yA11.pdb1	1e9yA5.pdb1	201.9
1e9yB1.pdb1	1e9yA1.pdb1	2648.05
1e9yB1.pdb1	1e9yB9.pdb1	2153.65
1e9yB1.pdb1	1e9yB8.pdb1	508.9
1e9yB1.pdb1	1e9yA8.pdb1	535.0
1e9yB1.pdb1	1e9yA9.pdb1	2232.9
1e9yA2.pdb1	1e9yA4.pdb1	581.45
1e9yA2.pdb1	1e9yA10.pdb1	201.9
1e9yA2.pdb1	1e9yB3.pdb1	535.65
1e9yA2.pdb1	1e9yB2.pdb1	2644.7
1e9yA2.pdb1	1e9yA12.pdb1	202.6
1e9yA4.pdb1	1e9yA1.pdb1	202.45
1e9yA4.pdb1	1e9yB2.pdb1	2235.6
1e9yB12.pdb1	1e9yB6.pdb1	509.8
1e9yB12.pdb1	1e9yB3.pdb1	2162.05
1e9yB12.pdb1	1e9yB8.pdb1	2163.4
1e9yB12.pdb1	1e9yA12.pdb1	2650.65
1e9yB12.pdb1	1e9yA8.pdb1	2232.7
1e9yB6.pdb1	1e9yA10.pdb1	2232.7
1e9yB6.pdb1	1e9yB5.pdb1	2162.05
1e9yB6.pdb1	1e9yA12.pdb1	538.4
1e9yA10.pdb1	1e9yA12.pdb1	202.45
1e9yA10.pdb1	1e9yA5.pdb1	581.05
1e9yA7.pdb1	1e9yA1.pdb1	580.75
1e9yA7.pdb1	1e9yB9.pdb1	2235.6
1e9yA7.pdb1	1e9yA9.pdb1	581.45
1e9yA7.pdb1	1e9yA5.pdb1	202.6
1e9yB5.pdb1	1e9yB9.pdb1	509.0
1e9yB5.pdb1	1e9yA9.pdb1	535.65
1e9yB5.pdb1	1e9yA5.pdb1	2644.7
1e9yB3.pdb1	1e9yB2.pdb1	509.0
1e9yB3.pdb1	1e9yB8.pdb1	2153.65
1e9yB3.pdb1	1e9yA12.pdb1	2235.6
1e9yA1.pdb1	1e9yB8.pdb1	535.0
1e9yA1.pdb1	1e9yA9.pdb1	581.05
1e9yB9.pdb1	1e9yA9.pdb1	2644.7
1e9yB9.pdb1	1e9yA5.pdb1	535.7
1e9yB8.pdb1	1e9yA8.pdb1	2648.0
1e9yA12.pdb1	1e9yA8.pdb1	580.75
1e9yA8.pdb1	1e9yA9.pdb1	201.9
6e9uA1.pdb1	6e9uB1.pdb1	2124.9
3e9nE1.pdb2	3e9nG1.pdb2	936.2
3e9nE1.pdb2	3e9nF1.pdb2	761.15
3e9nG1.pdb2	3e9nH1.pdb2	900.05
3e9nF1.pdb2	3e9nH1.pdb2	932.7
3e9qA1.pdb1	3e9qB1.pdb1	1273.7
4e9lA1.pdb2	4e9lA2.pdb2	849.4
2e9cB1.pdb1	2e9cA1.pdb1	1818.8
2e9fC1.pdb1	2e9fA1.pdb1	1708.9
2e9fC1.pdb1	2e9fD1.pdb1	4105.95
2e9fC1.pdb1	2e9fB1.pdb1	1639.65
2e9fA1.pdb1	2e9fD1.pdb1	1634.05
2e9fA1.pdb1	2e9fB1.pdb1	4167.8
2e9fD1.pdb1	2e9fB1.pdb1	1419.7
3e98A1.pdb1	3e98B1.pdb1	1255.4
4e9dE1.pdb1	4e9dA1.pdb1	423.1
6e9aA1.pdb1	6e9aB1.pdb1	1829.9
1e94F3.pdb3	1e94E2.pdb3	2204.3
1e94F3.pdb3	1e94F2.pdb3	6.05
1e94F3.pdb3	1e94E3.pdb3	2261.4
1e94F3.pdb3	1e94F1.pdb3	6.0
1e94E2.pdb3	1e94F2.pdb3	2261.4
1e94E2.pdb3	1e94E3.pdb3	7.15
1e94E2.pdb3	1e94E1.pdb3	7.1
1e94F2.pdb3	1e94F1.pdb3	6.05
1e94F2.pdb3	1e94E1.pdb3	2204.35
1e94E3.pdb3	1e94F1.pdb3	2204.35
1e94E3.pdb3	1e94E1.pdb3	7.1
1e94F1.pdb3	1e94E1.pdb3	2261.4
3e9mA1.pdb1	3e9mD1.pdb1	1186.3
5e9tB1.pdb1	5e9tA1.pdb1	1557.5
5e9tB1.pdb1	5e9tD1.pdb1	77.25
5e9tB1.pdb1	5e9tC1.pdb1	891.05
5e9tA1.pdb1	5e9tD1.pdb1	811.85
5e9tD1.pdb1	5e9tC1.pdb1	1549.75
4e92B1.pdb3	4e92A1.pdb3	759.85
2e9xF1.pdb2	2e9xG1.pdb2	1499.8
2e9xF1.pdb2	2e9xH1.pdb2	2017.85
2e9xF1.pdb2	2e9xE1.pdb2	103.6
2e9xG1.pdb2	2e9xH1.pdb2	208.55
2e9xG1.pdb2	2e9xE1.pdb2	1639.85
2e9xH1.pdb2	2e9xE1.pdb2	1696.45
6e9xT1.pdb1	6e9xM1.pdb1	421.2
6e9xT1.pdb1	6e9xS1.pdb1	389.85
6e9xT1.pdb1	6e9xU1.pdb1	389.9
6e9xT1.pdb1	6e9xI1.pdb1	421.1
6e9xL1.pdb1	6e9xB1.pdb1	388.6
6e9xL1.pdb1	6e9xK1.pdb1	388.65
6e9xL1.pdb1	6e9xC1.pdb1	421.25
6e9xL1.pdb1	6e9xE1.pdb1	421.15
6e9xB1.pdb1	6e9xM1.pdb1	388.65
6e9xB1.pdb1	6e9xF1.pdb1	421.15
6e9xB1.pdb1	6e9xS1.pdb1	421.2
6e9xM1.pdb1	6e9xN1.pdb1	388.7
6e9xM1.pdb1	6e9xA1.pdb1	421.2
6e9xQ1.pdb1	6e9xF1.pdb1	421.05
6e9xQ1.pdb1	6e9xR1.pdb1	389.9
6e9xQ1.pdb1	6e9xJ1.pdb1	421.25
6e9xQ1.pdb1	6e9xP1.pdb1	389.9
6e9xG1.pdb1	6e9xH1.pdb1	389.6
6e9xG1.pdb1	6e9xC1.pdb1	421.1
6e9xG1.pdb1	6e9xN1.pdb1	421.2
6e9xG1.pdb1	6e9xA1.pdb1	389.6
6e9xK1.pdb1	6e9xD1.pdb1	421.25
6e9xK1.pdb1	6e9xR1.pdb1	421.25
6e9xK1.pdb1	6e9xJ1.pdb1	388.7
6e9xH1.pdb1	6e9xS1.pdb1	421.1
6e9xH1.pdb1	6e9xO1.pdb1	421.2
6e9xH1.pdb1	6e9xI1.pdb1	389.7
6e9xC1.pdb1	6e9xS1.pdb1	389.85
6e9xC1.pdb1	6e9xR1.pdb1	389.9
6e9xD1.pdb1	6e9xE1.pdb1	389.7
6e9xN1.pdb1	6e9xU1.pdb1	421.25
6e9xN1.pdb1	6e9xO1.pdb1	388.75
6e9xF1.pdb1	6e9xA1.pdb1	389.55
6e9xF1.pdb1	6e9xE1.pdb1	389.6
6e9xA1.pdb1	6e9xR1.pdb1	421.1
6e9xP1.pdb1	6e9xE1.pdb1	421.1
1e98A1.pdb1	1e98A2.pdb1	770.4
2e9aB1.pdb1	2e9aA1.pdb1	1827.9
1e9pA1.pdb1	1e9pB1.pdb1	638.1
6e95A2.pdb2	6e95A1.pdb2	1117.0
6e95A2.pdb2	6e95B2.pdb2	3192.1
6e95A2.pdb2	6e95B1.pdb2	219.8
6e95A1.pdb2	6e95B2.pdb2	219.8
6e95A1.pdb2	6e95B1.pdb2	3192.1
6e95B2.pdb2	6e95B1.pdb2	322.6
5e95A1.pdb1	5e95B1.pdb1	566.4
3e90D1.pdb2	3e90C1.pdb2	2084.1
1e9gA1.pdb1	1e9gB1.pdb1	1001.7
4e9fD1.pdb1	4e9fC1.pdb1	551.8
4e9fD1.pdb1	4e9fA1.pdb1	439.4
4e9fC1.pdb1	4e9fA1.pdb1	534.95
3e94A1.pdb1	3e94B1.pdb1	568.1
4e9wA1.pdb1	4e9wC1.pdb1	1557.4
4e9wA1.pdb1	4e9wB1.pdb1	1604.6
4e9wC1.pdb1	4e9wB1.pdb1	1598.35
5e94H1.pdb2	5e94D1.pdb2	599.75
5e94H1.pdb2	5e94C1.pdb2	195.9
5e94D1.pdb2	5e94C1.pdb2	1904.0
2e9qA1.pdb1	2e9qA2.pdb1	2727.8
2e9qA1.pdb1	2e9qA3.pdb1	2734.0
2e9qA2.pdb1	2e9qA3.pdb1	2736.7
1e94D5.pdb2	1e94D4.pdb2	454.6
1e94D5.pdb2	1e94C3.pdb2	676.75
1e94D5.pdb2	1e94C5.pdb2	372.65
1e94D5.pdb2	1e94C6.pdb2	597.55
1e94C4.pdb2	1e94D4.pdb2	372.65
1e94C4.pdb2	1e94D2.pdb2	676.7
1e94C4.pdb2	1e94C3.pdb2	454.35
1e94C4.pdb2	1e94D3.pdb2	597.55
1e94D4.pdb2	1e94C3.pdb2	597.6
1e94D4.pdb2	1e94C6.pdb2	676.7
1e94D2.pdb2	1e94C2.pdb2	372.65
1e94D2.pdb2	1e94D3.pdb2	454.6
1e94D2.pdb2	1e94C1.pdb2	597.6
1e94C3.pdb2	1e94D3.pdb2	372.65
1e94C2.pdb2	1e94D6.pdb2	676.65
1e94C2.pdb2	1e94D1.pdb2	597.55
1e94C2.pdb2	1e94C1.pdb2	454.3
1e94D6.pdb2	1e94D1.pdb2	454.6
1e94D6.pdb2	1e94C5.pdb2	597.55
1e94D6.pdb2	1e94C6.pdb2	372.65
1e94D3.pdb2	1e94C1.pdb2	676.7
1e94D1.pdb2	1e94C5.pdb2	676.65
1e94D1.pdb2	1e94C1.pdb2	372.7
1e94C5.pdb2	1e94C6.pdb2	454.3
6e9zF1.pdb1	6e9zI1.pdb1	104.75
6e9zF1.pdb1	6e9zG1.pdb1	651.3
6e9zF1.pdb1	6e9zC1.pdb1	379.75
6e9zB1.pdb1	6e9zE1.pdb1	104.7
6e9zB1.pdb1	6e9zG1.pdb1	651.3
6e9zB1.pdb1	6e9zD1.pdb1	379.75
6e9zH1.pdb1	6e9zE1.pdb1	104.7
6e9zH1.pdb1	6e9zI1.pdb1	651.35
6e9zH1.pdb1	6e9zA1.pdb1	379.8
6e9zE1.pdb1	6e9zA1.pdb1	651.3
6e9zE1.pdb1	6e9zD1.pdb1	651.3
6e9zI1.pdb1	6e9zC1.pdb1	651.35
6e9zI1.pdb1	6e9zA1.pdb1	104.75
6e9zG1.pdb1	6e9zC1.pdb1	104.7
6e9zG1.pdb1	6e9zD1.pdb1	104.7
6e9yA1.pdb1	6e9yJ1.pdb1	837.7
6e9yA1.pdb1	6e9yG1.pdb1	530.2
6e9yA1.pdb1	6e9yF1.pdb1	530.25
6e9yA1.pdb1	6e9yB1.pdb1	74.6
6e9yA1.pdb1	6e9yK1.pdb1	74.6
6e9yA1.pdb1	6e9yC1.pdb1	837.75
6e9yJ1.pdb1	6e9yI1.pdb1	530.25
6e9yJ1.pdb1	6e9yN1.pdb1	837.7
6e9yJ1.pdb1	6e9yO1.pdb1	74.65
6e9yJ1.pdb1	6e9yF1.pdb1	74.6
6e9yJ1.pdb1	6e9yK1.pdb1	530.25
6e9yL1.pdb1	6e9yH1.pdb1	837.75
6e9yL1.pdb1	6e9yG1.pdb1	74.65
6e9yL1.pdb1	6e9yM1.pdb1	530.25
6e9yL1.pdb1	6e9yK1.pdb1	530.3
6e9yH1.pdb1	6e9yI1.pdb1	530.2
6e9yH1.pdb1	6e9yG1.pdb1	530.3
6e9yH1.pdb1	6e9yE1.pdb1	837.6
6e9yH1.pdb1	6e9yM1.pdb1	74.7
6e9yH1.pdb1	6e9yD1.pdb1	74.65
6e9yI1.pdb1	6e9yE1.pdb1	74.6
6e9yI1.pdb1	6e9yM1.pdb1	837.7
6e9yI1.pdb1	6e9yN1.pdb1	74.65
6e9yI1.pdb1	6e9yF1.pdb1	837.75
6e9yG1.pdb1	6e9yD1.pdb1	837.75
6e9yG1.pdb1	6e9yK1.pdb1	837.6
6e9yG1.pdb1	6e9yC1.pdb1	74.7
6e9yE1.pdb1	6e9yD1.pdb1	530.2
6e9yE1.pdb1	6e9yF1.pdb1	530.25
6e9yM1.pdb1	6e9yN1.pdb1	530.25
6e9yN1.pdb1	6e9yO1.pdb1	530.25
6e9yO1.pdb1	6e9yK1.pdb1	837.75
6e9yD1.pdb1	6e9yC1.pdb1	530.3
6e9yF1.pdb1	6e9yB1.pdb1	837.6
6e9yB1.pdb1	6e9yC1.pdb1	530.3
4e9mA1.pdb7	4e9mB1.pdb7	1598.15
3e96A1.pdb1	3e96B1.pdb1	1467.4
3e9yA4.pdb2	3e9yA2.pdb2	529.3
3e9yA4.pdb2	3e9yA1.pdb2	3365.4
3e9yA4.pdb2	3e9yA3.pdb2	642.7
3e9yA2.pdb2	3e9yA1.pdb2	642.75
3e9yA2.pdb2	3e9yA3.pdb2	3365.25
3e9yA1.pdb2	3e9yA3.pdb2	529.35
6e90B1.pdb2	6e90D2.pdb2	1692.5
1e96B1.pdb1	1e96A1.pdb1	589.35
3e97A1.pdb1	3e97A2.pdb1	1688.65
5e9uD1.pdb1	5e9uB1.pdb1	62.15
5e9uD1.pdb1	5e9uC1.pdb1	1678.5
5e9uD1.pdb1	5e9uA1.pdb1	1048.4
5e9uB1.pdb1	5e9uC1.pdb1	967.3
5e9uB1.pdb1	5e9uA1.pdb1	1638.55
2e98A1.pdb1	2e98B1.pdb1	1883.65
6e99A1.pdb1	6e99B1.pdb1	853.85
1e9iC1.pdb2	1e9iD1.pdb2	1748.8
1e9sB1.pdb1	1e9sA1.pdb1	2458.95
1e9sB1.pdb1	1e9sD1.pdb1	2373.25
1e9sA1.pdb1	1e9sG1.pdb1	2434.85
1e9sF1.pdb1	1e9sG1.pdb1	2379.95
1e9sF1.pdb1	1e9sE1.pdb1	2352.85
1e9sD1.pdb1	1e9sE1.pdb1	2386.45
3e94A2.pdb2	3e94B2.pdb2	568.15
3e94A2.pdb2	3e94A1.pdb2	1104.7
3e94B1.pdb2	3e94A1.pdb2	568.15
3e9aA3.pdb1	3e9aA2.pdb1	1497.3
3e9aA3.pdb1	3e9aA1.pdb1	1692.0
3e9aA3.pdb1	3e9aA4.pdb1	180.5
3e9aA2.pdb1	3e9aA1.pdb1	180.5
3e9aA2.pdb1	3e9aA4.pdb1	1692.0
3e9aA1.pdb1	3e9aA4.pdb1	1497.3
2e92B1.pdb1	2e92A1.pdb1	3222.0
5e99L1.pdb1	5e99H1.pdb1	2107.5
6e9fB1.pdb1	6e9fA1.pdb1	3392.2
6e9fB1.pdb1	6e9fC1.pdb1	1043.95
6e9fA1.pdb1	6e9fC1.pdb1	1172.85
4e9mD1.pdb8	4e9mC1.pdb8	1543.8
1e9oA1.pdb1	1e9oB1.pdb1	676.75
3e90B1.pdb1	3e90A1.pdb1	2086.8
2e9xC1.pdb3	2e9xF1.pdb3	109.65
2e9xC1.pdb3	2e9xB1.pdb3	1507.1
2e9xC1.pdb3	2e9xG1.pdb3	3.45
2e9xC1.pdb3	2e9xD1.pdb3	261.4
2e9xC1.pdb3	2e9xH1.pdb3	378.5
2e9xC1.pdb3	2e9xA1.pdb3	1749.25
2e9xE1.pdb3	2e9xF1.pdb3	103.6
2e9xE1.pdb3	2e9xG1.pdb3	1639.85
2e9xE1.pdb3	2e9xH1.pdb3	1696.45
2e9xF1.pdb3	2e9xG1.pdb3	1499.8
2e9xF1.pdb3	2e9xH1.pdb3	2017.85
2e9xF1.pdb3	2e9xA1.pdb3	606.2
2e9xB1.pdb3	2e9xG1.pdb3	40.1
2e9xB1.pdb3	2e9xD1.pdb3	1985.25
2e9xB1.pdb3	2e9xA1.pdb3	103.5
2e9xG1.pdb3	2e9xH1.pdb3	208.55
2e9xG1.pdb3	2e9xA1.pdb3	53.65
2e9xD1.pdb3	2e9xA1.pdb3	1700.9
2e9xH1.pdb3	2e9xA1.pdb3	101.2
1e93A1.pdb1	1e93A3.pdb1	4352.8
1e93A1.pdb1	1e93A2.pdb1	2028.3
1e93A1.pdb1	1e93A4.pdb1	3805.7
1e93A3.pdb1	1e93A2.pdb1	3805.7
1e93A3.pdb1	1e93A4.pdb1	2028.3
1e93A2.pdb1	1e93A4.pdb1	4352.8
6e9iA1.pdb1	6e9iB1.pdb1	2014.3
3e9aA1.pdb2	3e9aA2.pdb2	1692.0
1e9cA1.pdb1	1e9cA2.pdb1	775.6
6e9rM1.pdb1	6e9rN1.pdb1	333.0
6e9rM1.pdb1	6e9rI1.pdb1	113.45
6e9rM1.pdb1	6e9rD1.pdb1	343.2
6e9rM1.pdb1	6e9rL1.pdb1	333.0
6e9rM1.pdb1	6e9rV1.pdb1	113.4
6e9rX1.pdb1	6e9rQ1.pdb1	343.15
6e9rX1.pdb1	6e9rR1.pdb1	113.45
6e9rX1.pdb1	6e9rW1.pdb1	333.0
6e9rB1.pdb1	6e9rG1.pdb1	113.4
6e9rB1.pdb1	6e9rK1.pdb1	333.0
6e9rB1.pdb1	6e9rU1.pdb1	113.4
6e9rB1.pdb1	6e9rH1.pdb1	343.2
6e9rB1.pdb1	6e9rT1.pdb1	343.15
6e9rB1.pdb1	6e9rL1.pdb1	333.0
6e9rG1.pdb1	6e9rK1.pdb1	343.15
6e9rG1.pdb1	6e9rH1.pdb1	333.0
6e9rG1.pdb1	6e9rA1.pdb1	333.0
6e9rG1.pdb1	6e9rR1.pdb1	113.4
6e9rG1.pdb1	6e9rS1.pdb1	343.15
6e9rE1.pdb1	6e9rF1.pdb1	333.0
6e9rE1.pdb1	6e9rC1.pdb1	343.15
6e9rE1.pdb1	6e9rP1.pdb1	113.35
6e9rF1.pdb1	6e9rQ1.pdb1	343.15
6e9rF1.pdb1	6e9rJ1.pdb1	113.35
6e9rF1.pdb1	6e9rC1.pdb1	113.4
6e9rF1.pdb1	6e9rA1.pdb1	333.0
6e9rQ1.pdb1	6e9rC1.pdb1	333.0
6e9rQ1.pdb1	6e9rA1.pdb1	113.4
6e9rQ1.pdb1	6e9rR1.pdb1	333.0
6e9rQ1.pdb1	6e9rW1.pdb1	113.4
6e9rJ1.pdb1	6e9rK1.pdb1	333.0
6e9rJ1.pdb1	6e9rA1.pdb1	343.15
6e9rC1.pdb1	6e9rP1.pdb1	333.0
6e9rC1.pdb1	6e9rV1.pdb1	113.4
6e9rC1.pdb1	6e9rW1.pdb1	343.2
6e9rK1.pdb1	6e9rA1.pdb1	113.4
6e9rK1.pdb1	6e9rT1.pdb1	113.35
6e9rU1.pdb1	6e9rT1.pdb1	333.0
6e9rU1.pdb1	6e9rO1.pdb1	113.35
6e9rU1.pdb1	6e9rD1.pdb1	333.0
6e9rU1.pdb1	6e9rL1.pdb1	343.15
6e9rH1.pdb1	6e9rI1.pdb1	333.0
6e9rH1.pdb1	6e9rS1.pdb1	113.45
6e9rH1.pdb1	6e9rL1.pdb1	113.4
6e9rA1.pdb1	6e9rR1.pdb1	343.2
6e9rR1.pdb1	6e9rS1.pdb1	333.0
6e9rO1.pdb1	6e9rP1.pdb1	333.0
6e9rO1.pdb1	6e9rD1.pdb1	343.15
6e9rN1.pdb1	6e9rV1.pdb1	343.15
6e9rN1.pdb1	6e9rW1.pdb1	113.45
6e9rI1.pdb1	6e9rL1.pdb1	343.15
6e9rP1.pdb1	6e9rD1.pdb1	113.4
6e9rP1.pdb1	6e9rV1.pdb1	343.15
6e9rD1.pdb1	6e9rL1.pdb1	113.4
6e9rD1.pdb1	6e9rV1.pdb1	333.0
6e9rV1.pdb1	6e9rW1.pdb1	333.0
2e9yB1.pdb1	2e9yA1.pdb1	2080.8
6e93C1.pdb1	6e93A1.pdb1	885.25
6e93C1.pdb1	6e93D1.pdb1	810.65
6e93A1.pdb1	6e93D1.pdb1	481.5
2e9zB1.pdb1	2e9zA1.pdb1	991.15
2e9zB1.pdb1	2e9zC1.pdb1	334.65
2e9zA1.pdb1	2e9zC1.pdb1	664.6
5e9vB1.pdb1	5e9vA1.pdb1	241.2
5e9uH1.pdb2	5e9uE1.pdb2	978.9
5e9uH1.pdb2	5e9uF1.pdb2	43.0
5e9uH1.pdb2	5e9uG1.pdb2	1674.3
5e9uE1.pdb2	5e9uF1.pdb2	1692.85
5e9uF1.pdb2	5e9uG1.pdb2	1064.55
5e9sA1.pdb1	5e9sB1.pdb1	1156.15
5e9sA1.pdb1	5e9sC1.pdb1	1174.85
5e9sB1.pdb1	5e9sC1.pdb1	1125.2
3e9iB1.pdb1	3e9iA1.pdb1	4307.4
2e9dA1.pdb1	2e9dB1.pdb1	1893.3
