6atkC1.pdb3	6atkF1.pdb3	354.75
3at1C2.pdb1	3at1C1.pdb1	966.0
3at1C2.pdb1	3at1D2.pdb1	668.1
3at1C2.pdb1	3at1D1.pdb1	24.05
3at1C2.pdb1	3at1A1.pdb1	271.75
3at1D3.pdb1	3at1C1.pdb1	24.05
3at1D3.pdb1	3at1B3.pdb1	797.75
3at1C1.pdb1	3at1A3.pdb1	271.7
3at1C1.pdb1	3at1B3.pdb1	304.05
3at1C1.pdb1	3at1D1.pdb1	668.15
3at1A3.pdb1	3at1B3.pdb1	633.95
3at1A3.pdb1	3at1D1.pdb1	270.3
3at1A3.pdb1	3at1A1.pdb1	996.6
3at1D2.pdb1	3at1B2.pdb1	797.75
3at1D2.pdb1	3at1A1.pdb1	270.3
3at1B2.pdb1	3at1A1.pdb1	29.3
6at7B1.pdb1	6at7A1.pdb1	4729.05
4at0A2.pdb1	4at0A1.pdb1	1980.3
6atlA1.pdb3	6atlC1.pdb3	396.6
3ataA2.pdb1	3ataA3.pdb1	1512.65
3ataA2.pdb1	3ataA4.pdb1	1512.65
3ataA1.pdb1	3ataA3.pdb1	1512.65
3ataA1.pdb1	3ataA4.pdb1	1512.65
4at6L1.pdb5	4at6H1.pdb5	1836.85
1atjC1.pdb1	1atjE1.pdb1	365.7
1atjC1.pdb1	1atjA1.pdb1	62.65
1atjB1.pdb1	1atjE1.pdb1	163.7
1atjB1.pdb1	1atjD1.pdb1	360.2
1atjB1.pdb1	1atjA1.pdb1	122.05
1atjE1.pdb1	1atjF1.pdb1	88.05
1atjE1.pdb1	1atjD1.pdb1	128.85
1atjE1.pdb1	1atjA1.pdb1	370.55
1atjF1.pdb1	1atjA1.pdb1	337.9
1atjD1.pdb1	1atjA1.pdb1	751.75
4athB1.pdb1	4athA1.pdb1	1745.05
4at6F1.pdb3	4at6E1.pdb3	1805.85
1atlB1.pdb1	1atlA1.pdb1	390.8
3atbA4.pdb1	3atbA2.pdb1	1510.45
3atbA4.pdb1	3atbA1.pdb1	1510.45
3atbA2.pdb1	3atbA3.pdb1	1510.45
3atbA3.pdb1	3atbA1.pdb1	1510.45
4atdA1.pdb1	4atdB1.pdb1	693.35
1at9A1.pdb1	1at9A2.pdb1	722.65
1at9A1.pdb1	1at9A3.pdb1	722.65
1at9A2.pdb1	1at9A3.pdb1	722.7
6at7A1.pdb3	6at7B2.pdb3	3796.25
8at1C2.pdb1	8at1C3.pdb1	1054.8
8at1C2.pdb1	8at1D2.pdb1	722.75
8at1C2.pdb1	8at1A1.pdb1	147.15
8at1C2.pdb1	8at1D1.pdb1	22.6
8at1C2.pdb1	8at1C1.pdb1	1054.75
8at1B2.pdb1	8at1D2.pdb1	757.4
8at1B2.pdb1	8at1A2.pdb1	783.75
8at1B2.pdb1	8at1A1.pdb1	26.05
8at1B3.pdb1	8at1D3.pdb1	757.4
8at1B3.pdb1	8at1A2.pdb1	26.05
8at1B3.pdb1	8at1A3.pdb1	783.75
8at1C3.pdb1	8at1D2.pdb1	22.6
8at1C3.pdb1	8at1D3.pdb1	722.8
8at1C3.pdb1	8at1A2.pdb1	147.15
8at1C3.pdb1	8at1C1.pdb1	1054.8
8at1D3.pdb1	8at1C1.pdb1	22.6
8at1A2.pdb1	8at1A1.pdb1	1068.25
8at1A2.pdb1	8at1A3.pdb1	1068.3
8at1A1.pdb1	8at1A3.pdb1	1068.25
8at1A1.pdb1	8at1B1.pdb1	783.7
8at1D1.pdb1	8at1B1.pdb1	757.4
8at1D1.pdb1	8at1C1.pdb1	722.8
8at1A3.pdb1	8at1B1.pdb1	26.05
8at1A3.pdb1	8at1C1.pdb1	147.2
2at9A3.pdb1	2at9A1.pdb1	613.25
2at9A3.pdb1	2at9A2.pdb1	613.25
2at9A1.pdb1	2at9A2.pdb1	613.3
4atbD1.pdb2	4atbC1.pdb2	1664.05
4atzA1.pdb1	4atzD1.pdb1	679.15
4atzA1.pdb1	4atzB1.pdb1	931.9
4atzA1.pdb1	4atzC1.pdb1	859.15
4atzF1.pdb1	4atzC1.pdb1	707.65
4atzD1.pdb1	4atzB1.pdb1	35.6
4atzB1.pdb1	4atzE1.pdb1	691.5
4atzB1.pdb1	4atzC1.pdb1	904.25
3atwB1.pdb1	3atwD1.pdb1	193.65
3atwB1.pdb1	3atwA1.pdb1	1313.65
3atwC1.pdb1	3atwA1.pdb1	195.8
4atqC1.pdb1	4atqD1.pdb1	4505.05
4atqC1.pdb1	4atqA1.pdb1	104.0
4atqC1.pdb1	4atqB1.pdb1	1043.4
4atqD1.pdb1	4atqA1.pdb1	1040.6
4atqD1.pdb1	4atqB1.pdb1	100.7
4atqA1.pdb1	4atqB1.pdb1	4505.15
7at1D2.pdb1	7at1B2.pdb1	760.8
7at1D2.pdb1	7at1C2.pdb1	741.85
7at1D2.pdb1	7at1C3.pdb1	25.65
7at1A3.pdb1	7at1B1.pdb1	24.85
7at1A3.pdb1	7at1A2.pdb1	1089.9
7at1A3.pdb1	7at1A1.pdb1	1089.95
7at1A3.pdb1	7at1B3.pdb1	795.25
7at1A3.pdb1	7at1C1.pdb1	156.1
7at1D3.pdb1	7at1C3.pdb1	741.85
7at1D3.pdb1	7at1B3.pdb1	760.8
7at1D3.pdb1	7at1C1.pdb1	25.65
7at1B1.pdb1	7at1A1.pdb1	795.25
7at1B1.pdb1	7at1D1.pdb1	760.8
7at1B2.pdb1	7at1A2.pdb1	795.25
7at1B2.pdb1	7at1A1.pdb1	24.85
7at1A2.pdb1	7at1A1.pdb1	1089.95
7at1A2.pdb1	7at1C3.pdb1	156.05
7at1A2.pdb1	7at1B3.pdb1	24.8
7at1C2.pdb1	7at1A1.pdb1	156.1
7at1C2.pdb1	7at1D1.pdb1	25.65
7at1C2.pdb1	7at1C3.pdb1	1055.65
7at1C2.pdb1	7at1C1.pdb1	1055.65
7at1D1.pdb1	7at1C1.pdb1	741.85
7at1C3.pdb1	7at1C1.pdb1	1055.65
6atvM1.pdb1	6atvA1.pdb1	574.35
6atyA1.pdb2	6atyA4.pdb2	309.0
6atyA1.pdb2	6atyA2.pdb2	190.1
6atyA1.pdb2	6atyA6.pdb2	221.65
6atyA1.pdb2	6atyA3.pdb2	190.1
6atyA5.pdb2	6atyA4.pdb2	190.1
6atyA5.pdb2	6atyA2.pdb2	221.65
6atyA5.pdb2	6atyA6.pdb2	190.1
6atyA5.pdb2	6atyA3.pdb2	309.0
6atyA4.pdb2	6atyA6.pdb2	190.1
6atyA4.pdb2	6atyA3.pdb2	221.7
6atyA2.pdb2	6atyA6.pdb2	309.1
6atyA2.pdb2	6atyA3.pdb2	190.1
4at8B1.pdb1	4at8A1.pdb1	1658.0
3at0A1.pdb1	3at0B1.pdb1	784.7
3atpB1.pdb1	3atpA1.pdb1	1380.85
6at1D3.pdb1	6at1C3.pdb1	667.1
6at1D3.pdb1	6at1B3.pdb1	804.6
6at1D3.pdb1	6at1A2.pdb1	288.35
6at1D3.pdb1	6at1C1.pdb1	16.35
6at1B2.pdb1	6at1D2.pdb1	804.6
6at1B2.pdb1	6at1C3.pdb1	332.2
6at1B2.pdb1	6at1A2.pdb1	632.7
6at1B2.pdb1	6at1A1.pdb1	32.05
6at1D2.pdb1	6at1C3.pdb1	16.35
6at1D2.pdb1	6at1C2.pdb1	667.1
6at1D2.pdb1	6at1A1.pdb1	288.35
6at1D1.pdb1	6at1C2.pdb1	16.35
6at1D1.pdb1	6at1A3.pdb1	288.4
6at1D1.pdb1	6at1B1.pdb1	804.6
6at1D1.pdb1	6at1C1.pdb1	667.05
6at1C3.pdb1	6at1C2.pdb1	922.9
6at1C3.pdb1	6at1A2.pdb1	320.6
6at1C3.pdb1	6at1C1.pdb1	922.85
6at1C2.pdb1	6at1B1.pdb1	332.2
6at1C2.pdb1	6at1A1.pdb1	320.6
6at1C2.pdb1	6at1C1.pdb1	922.9
6at1B3.pdb1	6at1A3.pdb1	632.7
6at1B3.pdb1	6at1A2.pdb1	32.1
6at1B3.pdb1	6at1C1.pdb1	332.2
6at1A3.pdb1	6at1B1.pdb1	32.1
6at1A3.pdb1	6at1A2.pdb1	1034.0
6at1A3.pdb1	6at1A1.pdb1	1033.95
6at1A3.pdb1	6at1C1.pdb1	320.55
6at1B1.pdb1	6at1A1.pdb1	632.65
6at1A2.pdb1	6at1A1.pdb1	1033.9
3atfA4.pdb1	3atfA2.pdb1	1441.35
3atfA4.pdb1	3atfA1.pdb1	1441.35
3atfA2.pdb1	3atfA3.pdb1	1441.35
3atfA1.pdb1	3atfA3.pdb1	1441.35
4at9A1.pdb1	4at9B1.pdb1	1636.8
1athB1.pdb1	1athA1.pdb1	936.1
3athA1.pdb1	3athC1.pdb1	3482.85
3atjA1.pdb1	3atjB1.pdb1	434.4
6at7A2.pdb2	6at7A1.pdb2	766.5
6at7A2.pdb2	6at7B2.pdb2	4735.45
6at7A2.pdb2	6at7B1.pdb2	3796.25
6at7A1.pdb2	6at7B2.pdb2	3796.25
6at7A1.pdb2	6at7B1.pdb2	4735.45
6at7B2.pdb2	6at7B1.pdb2	781.0
2atxB1.pdb3	2atxA1.pdb3	1280.95
2atyB1.pdb1	2atyA1.pdb1	180.15
6at9C1.pdb1	6at9A1.pdb1	996.6
6at9B1.pdb1	6at9A1.pdb1	1333.8
3at5A2.pdb1	3at5A1.pdb1	338.6
3at5A2.pdb1	3at5B1.pdb1	522.5
3at5A2.pdb1	3at5B2.pdb1	915.4
3at5A1.pdb1	3at5B1.pdb1	915.35
3at5A1.pdb1	3at5B2.pdb1	522.45
3at5B1.pdb1	3at5B2.pdb1	563.35
4at6N1.pdb7	4at6M1.pdb7	1764.0
6atgB1.pdb1	6atgA1.pdb1	845.9
2atqA1.pdb1	2atqB1.pdb1	62.1
9atcA2.pdb1	9atcA4.pdb1	356.5
9atcA2.pdb1	9atcB4.pdb1	234.2
9atcA2.pdb1	9atcA3.pdb1	942.6
9atcA2.pdb1	9atcB1.pdb1	22.6
9atcA2.pdb1	9atcB2.pdb1	611.6
9atcA2.pdb1	9atcA1.pdb1	941.4
9atcA5.pdb1	9atcA4.pdb1	941.4
9atcA5.pdb1	9atcB4.pdb1	22.65
9atcA5.pdb1	9atcA6.pdb1	942.6
9atcA5.pdb1	9atcB1.pdb1	234.15
9atcA5.pdb1	9atcA1.pdb1	356.55
9atcA5.pdb1	9atcB5.pdb1	611.6
9atcA4.pdb1	9atcB4.pdb1	612.6
9atcA4.pdb1	9atcA6.pdb1	942.7
9atcA4.pdb1	9atcB6.pdb1	23.45
9atcA4.pdb1	9atcB2.pdb1	235.35
9atcB4.pdb1	9atcB1.pdb1	590.95
9atcA6.pdb1	9atcB6.pdb1	610.9
9atcA6.pdb1	9atcA3.pdb1	354.7
9atcA6.pdb1	9atcB3.pdb1	236.4
9atcA6.pdb1	9atcB5.pdb1	23.45
9atcB6.pdb1	9atcA3.pdb1	236.35
9atcB6.pdb1	9atcB2.pdb1	589.9
9atcA3.pdb1	9atcB2.pdb1	23.4
9atcA3.pdb1	9atcB3.pdb1	610.95
9atcA3.pdb1	9atcA1.pdb1	942.7
9atcB1.pdb1	9atcA1.pdb1	612.55
9atcB3.pdb1	9atcA1.pdb1	23.5
9atcB3.pdb1	9atcB5.pdb1	590.0
9atcA1.pdb1	9atcB5.pdb1	235.4
6atgD1.pdb2	6atgC1.pdb2	825.65
2at2B1.pdb1	2at2A1.pdb1	60.15
2at2B1.pdb1	2at2C1.pdb1	25.3
2at2A1.pdb1	2at2C1.pdb1	5.0
6atfD1.pdb2	6atfF1.pdb2	694.0
6atfD1.pdb2	6atfE1.pdb2	2370.35
6atfF1.pdb2	6atfE1.pdb2	676.8
4at2A2.pdb1	4at2A1.pdb1	1983.35
6atkB1.pdb2	6atkE1.pdb2	496.85
6athC1.pdb1	6athA1.pdb1	915.65
6athC1.pdb1	6athB1.pdb1	996.5
6athA1.pdb1	6athB1.pdb1	1662.0
3at8A2.pdb1	3at8A4.pdb1	1520.05
3at8A2.pdb1	3at8A3.pdb1	1520.05
3at8A4.pdb1	3at8A1.pdb1	1520.05
3at8A3.pdb1	3at8A1.pdb1	1520.05
6at6B1.pdb1	6at6A1.pdb1	2064.65
4atuB1.pdb1	4atuF1.pdb1	194.45
4atuB1.pdb1	4atuI1.pdb1	138.25
4atuB1.pdb1	4atuC1.pdb1	1632.65
4atuB1.pdb1	4atuA1.pdb1	1638.35
4atuH1.pdb1	4atuG1.pdb1	1388.55
4atuH1.pdb1	4atuD1.pdb1	207.85
4atuG1.pdb1	4atuF1.pdb1	1645.55
4atuG1.pdb1	4atuI1.pdb1	334.05
4atuG1.pdb1	4atuC1.pdb1	183.75
4atuD1.pdb1	4atuC1.pdb1	1621.1
4atuF1.pdb1	4atuI1.pdb1	144.4
4atuF1.pdb1	4atuE1.pdb1	1570.95
4atuI1.pdb1	4atuC1.pdb1	119.15
4atuA1.pdb1	4atuE1.pdb1	239.55
6atiA1.pdb1	6atiB1.pdb1	2389.85
6atiA1.pdb1	6atiC1.pdb1	641.35
6atiB1.pdb1	6atiC1.pdb1	582.1
3at9A4.pdb1	3at9A2.pdb1	1520.9
3at9A4.pdb1	3at9A1.pdb1	1520.9
3at9A3.pdb1	3at9A2.pdb1	1520.9
3at9A3.pdb1	3at9A1.pdb1	1520.9
2at1B2.pdb1	2at1A1.pdb1	24.3
2at1B2.pdb1	2at1A2.pdb1	788.6
2at1B2.pdb1	2at1D2.pdb1	762.95
2at1C1.pdb1	2at1C2.pdb1	1066.2
2at1C1.pdb1	2at1A3.pdb1	149.4
2at1C1.pdb1	2at1D1.pdb1	737.1
2at1C1.pdb1	2at1D3.pdb1	20.9
2at1C1.pdb1	2at1C3.pdb1	1066.15
2at1C2.pdb1	2at1D1.pdb1	21.0
2at1C2.pdb1	2at1C3.pdb1	1066.2
2at1C2.pdb1	2at1A1.pdb1	149.35
2at1C2.pdb1	2at1D2.pdb1	737.15
2at1A3.pdb1	2at1A1.pdb1	1081.95
2at1A3.pdb1	2at1B3.pdb1	788.6
2at1A3.pdb1	2at1A2.pdb1	1081.95
2at1A3.pdb1	2at1B1.pdb1	24.35
2at1D1.pdb1	2at1B1.pdb1	762.9
2at1D3.pdb1	2at1C3.pdb1	737.1
2at1D3.pdb1	2at1B3.pdb1	762.9
2at1C3.pdb1	2at1A2.pdb1	149.4
2at1C3.pdb1	2at1D2.pdb1	21.0
2at1A1.pdb1	2at1A2.pdb1	1081.95
2at1A1.pdb1	2at1B1.pdb1	788.55
2at1B3.pdb1	2at1A2.pdb1	24.35
2atsA1.pdb1	2atsB1.pdb1	1303.6
2atrA1.pdb2	2atrA2.pdb2	2090.45
1at1D2.pdb1	1at1B2.pdb1	756.65
1at1D2.pdb1	1at1C3.pdb1	19.55
1at1D2.pdb1	1at1C2.pdb1	724.65
1at1B2.pdb1	1at1A2.pdb1	792.8
1at1B2.pdb1	1at1A1.pdb1	23.25
1at1A2.pdb1	1at1B3.pdb1	23.25
1at1A2.pdb1	1at1A1.pdb1	1073.0
1at1A2.pdb1	1at1A3.pdb1	1072.95
1at1A2.pdb1	1at1C3.pdb1	142.7
1at1B3.pdb1	1at1D3.pdb1	756.65
1at1B3.pdb1	1at1A3.pdb1	792.8
1at1D3.pdb1	1at1C3.pdb1	724.55
1at1D3.pdb1	1at1C1.pdb1	19.5
1at1A1.pdb1	1at1A3.pdb1	1073.05
1at1A1.pdb1	1at1C2.pdb1	142.75
1at1A1.pdb1	1at1B1.pdb1	792.85
1at1D1.pdb1	1at1C2.pdb1	19.6
1at1D1.pdb1	1at1C1.pdb1	724.6
1at1D1.pdb1	1at1B1.pdb1	756.7
1at1A3.pdb1	1at1C1.pdb1	142.75
1at1A3.pdb1	1at1B1.pdb1	23.3
1at1C3.pdb1	1at1C2.pdb1	1056.15
1at1C3.pdb1	1at1C1.pdb1	1056.1
1at1C2.pdb1	1at1C1.pdb1	1056.1
8atcC1.pdb1	8atcD1.pdb1	816.2
8atcC1.pdb1	8atcD2.pdb1	24.7
8atcC1.pdb1	8atcC2.pdb1	1103.55
8atcC1.pdb1	8atcA2.pdb1	154.8
8atcC1.pdb1	8atcC3.pdb1	1103.55
8atcD1.pdb1	8atcB1.pdb1	768.75
8atcD1.pdb1	8atcC3.pdb1	24.65
8atcD2.pdb1	8atcC2.pdb1	816.2
8atcD2.pdb1	8atcB2.pdb1	768.75
8atcD3.pdb1	8atcC2.pdb1	24.65
8atcD3.pdb1	8atcC3.pdb1	816.25
8atcD3.pdb1	8atcB3.pdb1	768.7
8atcC2.pdb1	8atcC3.pdb1	1103.5
8atcC2.pdb1	8atcA3.pdb1	154.7
8atcB1.pdb1	8atcA2.pdb1	22.1
8atcB1.pdb1	8atcA1.pdb1	767.95
8atcA2.pdb1	8atcA1.pdb1	1104.55
8atcA2.pdb1	8atcB2.pdb1	768.05
8atcA2.pdb1	8atcA3.pdb1	1104.6
8atcC3.pdb1	8atcA1.pdb1	154.75
8atcA1.pdb1	8atcB3.pdb1	22.1
8atcA1.pdb1	8atcA3.pdb1	1104.55
8atcB2.pdb1	8atcA3.pdb1	22.1
8atcB3.pdb1	8atcA3.pdb1	767.95
6attA1.pdb1	6attL1.pdb1	340.2
6attA1.pdb1	6attH1.pdb1	330.2
6attL1.pdb1	6attH1.pdb1	1876.55
2atiA1.pdb1	2atiB1.pdb1	2232.5
6at3B1.pdb1	6at3A1.pdb1	552.1
4at6P1.pdb8	4at6O1.pdb8	1757.0
6atzB1.pdb1	6atzA1.pdb1	2344.0
6atzB1.pdb1	6atzE1.pdb1	538.65
6atzA1.pdb1	6atzE1.pdb1	521.2
4atqG1.pdb2	4atqF1.pdb2	1039.9
4atqG1.pdb2	4atqH1.pdb2	4478.8
4atqG1.pdb2	4atqE1.pdb2	102.8
4atqF1.pdb2	4atqH1.pdb2	103.45
4atqF1.pdb2	4atqE1.pdb2	4523.15
4atqH1.pdb2	4atqE1.pdb2	1029.0
4atxC1.pdb1	4atxB1.pdb1	220.65
4atxC1.pdb1	4atxA1.pdb1	274.15
4atxB1.pdb1	4atxA1.pdb1	1638.35
1at3B1.pdb1	1at3A1.pdb1	1222.35
1at3A2.pdb1	1at3A1.pdb1	619.9
1at3A2.pdb1	1at3B2.pdb1	1222.35
4at1C1.pdb1	4at1D1.pdb1	630.35
4at1C1.pdb1	4at1B3.pdb1	311.7
4at1C1.pdb1	4at1C2.pdb1	948.4
4at1C1.pdb1	4at1C3.pdb1	948.35
4at1C1.pdb1	4at1A3.pdb1	311.7
4at1C1.pdb1	4at1D3.pdb1	11.95
4at1B1.pdb1	4at1D1.pdb1	824.05
4at1B1.pdb1	4at1C2.pdb1	311.7
4at1B1.pdb1	4at1A1.pdb1	614.05
4at1B1.pdb1	4at1A3.pdb1	30.85
4at1D1.pdb1	4at1C2.pdb1	12.0
4at1D1.pdb1	4at1A3.pdb1	262.9
4at1A2.pdb1	4at1B3.pdb1	30.85
4at1A2.pdb1	4at1C3.pdb1	311.65
4at1A2.pdb1	4at1A1.pdb1	1003.25
4at1A2.pdb1	4at1B2.pdb1	614.0
4at1A2.pdb1	4at1A3.pdb1	1003.3
4at1A2.pdb1	4at1D3.pdb1	262.8
4at1B3.pdb1	4at1A3.pdb1	614.05
4at1B3.pdb1	4at1D3.pdb1	824.1
4at1C2.pdb1	4at1C3.pdb1	948.4
4at1C2.pdb1	4at1A1.pdb1	311.7
4at1C2.pdb1	4at1D2.pdb1	630.35
4at1C3.pdb1	4at1B2.pdb1	311.7
4at1C3.pdb1	4at1D2.pdb1	12.0
4at1C3.pdb1	4at1D3.pdb1	630.3
4at1A1.pdb1	4at1B2.pdb1	30.85
4at1A1.pdb1	4at1D2.pdb1	262.9
4at1A1.pdb1	4at1A3.pdb1	1003.4
4at1B2.pdb1	4at1D2.pdb1	824.05
3atdA3.pdb1	3atdA1.pdb1	1509.2
3atdA3.pdb1	3atdA2.pdb1	1509.2
3atdA1.pdb1	3atdA4.pdb1	1509.2
3atdA2.pdb1	3atdA4.pdb1	1509.2
4at6D1.pdb2	4at6C1.pdb2	1852.0
4atvB1.pdb1	4atvA1.pdb1	681.1
4atpJ1.pdb3	4atpK1.pdb3	4509.85
4atpJ1.pdb3	4atpI1.pdb3	984.9
4atpJ1.pdb3	4atpL1.pdb3	106.05
4atpK1.pdb3	4atpI1.pdb3	103.85
4atpK1.pdb3	4atpL1.pdb3	1035.4
4atpI1.pdb3	4atpL1.pdb3	4505.25
4atbB1.pdb1	4atbA1.pdb1	1698.7
6at5A1.pdb1	6at5B1.pdb1	1264.0
6at5A1.pdb1	6at5C1.pdb1	796.8
6at0P1.pdb1	6at0A1.pdb1	450.75
4at8D1.pdb2	4at8C1.pdb2	1610.75
2atpA1.pdb1	2atpE1.pdb1	136.25
2atpA1.pdb1	2atpB1.pdb1	956.1
2atpE1.pdb1	2atpB1.pdb1	146.7
6atzD1.pdb2	6atzC1.pdb2	2357.75
6atzD1.pdb2	6atzF1.pdb2	537.65
6atzC1.pdb2	6atzF1.pdb2	526.25
1at0A2.pdb1	1at0A1.pdb1	611.8
4atvD1.pdb2	4atvC1.pdb2	660.4
6atfA1.pdb1	6atfC1.pdb1	687.2
6atfA1.pdb1	6atfB1.pdb1	2361.0
6atfC1.pdb1	6atfB1.pdb1	674.0
2atkA1.pdb1	2atkB1.pdb1	1733.0
2atkA1.pdb1	2atkC1.pdb1	465.9
2atkB1.pdb1	2atkC1.pdb1	409.25
4atpA1.pdb1	4atpB1.pdb1	4495.55
4atpA1.pdb1	4atpC1.pdb1	105.3
4atpA1.pdb1	4atpD1.pdb1	1029.35
4atpB1.pdb1	4atpC1.pdb1	1035.05
4atpB1.pdb1	4atpD1.pdb1	104.3
4atpC1.pdb1	4atpD1.pdb1	4505.5
5at1B3.pdb1	5at1A3.pdb1	624.35
5at1B3.pdb1	5at1A2.pdb1	30.6
5at1B3.pdb1	5at1D3.pdb1	882.45
5at1B3.pdb1	5at1C1.pdb1	287.85
5at1A3.pdb1	5at1D1.pdb1	276.55
5at1A3.pdb1	5at1B1.pdb1	30.6
5at1A3.pdb1	5at1A1.pdb1	1076.45
5at1A3.pdb1	5at1A2.pdb1	1076.5
5at1A3.pdb1	5at1C1.pdb1	257.9
5at1D1.pdb1	5at1B1.pdb1	882.45
5at1D1.pdb1	5at1C1.pdb1	648.2
5at1D1.pdb1	5at1C2.pdb1	15.8
5at1B2.pdb1	5at1D2.pdb1	882.5
5at1B2.pdb1	5at1A1.pdb1	30.6
5at1B2.pdb1	5at1A2.pdb1	624.35
5at1B2.pdb1	5at1C3.pdb1	287.95
5at1B1.pdb1	5at1A1.pdb1	624.35
5at1B1.pdb1	5at1C2.pdb1	287.85
5at1D2.pdb1	5at1A1.pdb1	276.45
5at1D2.pdb1	5at1C3.pdb1	15.85
5at1D2.pdb1	5at1C2.pdb1	648.25
5at1A1.pdb1	5at1A2.pdb1	1076.45
5at1A1.pdb1	5at1C2.pdb1	257.85
5at1A2.pdb1	5at1D3.pdb1	276.55
5at1A2.pdb1	5at1C3.pdb1	257.95
5at1D3.pdb1	5at1C1.pdb1	15.8
5at1D3.pdb1	5at1C3.pdb1	648.25
5at1C1.pdb1	5at1C3.pdb1	972.0
5at1C1.pdb1	5at1C2.pdb1	971.95
5at1C3.pdb1	5at1C2.pdb1	972.0
3ateA4.pdb1	3ateA3.pdb1	2.9
3ateA4.pdb1	3ateA2.pdb1	1538.35
3ateA4.pdb1	3ateA1.pdb1	1538.35
3ateA3.pdb1	3ateA2.pdb1	1538.35
3ateA3.pdb1	3ateA1.pdb1	1538.35
3ateA2.pdb1	3ateA1.pdb1	2.9
6atkA1.pdb1	6atkD1.pdb1	490.75
4at7B1.pdb1	4at7A1.pdb1	1679.35
6atyA2.pdb3	6atyA1.pdb3	221.65
1atnA1.pdb1	1atnD1.pdb1	887.15
1atpI1.pdb1	1atpE1.pdb1	1080.6
1at3A1.pdb2	1at3B1.pdb2	1222.35
2ateA2.pdb1	2ateA3.pdb1	562.5
2ateA2.pdb1	2ateA4.pdb1	562.5
2ateA2.pdb1	2ateA6.pdb1	1836.8
2ateA2.pdb1	2ateA7.pdb1	1060.15
2ateA3.pdb1	2ateA1.pdb1	562.5
2ateA3.pdb1	2ateA8.pdb1	1836.8
2ateA3.pdb1	2ateA6.pdb1	1060.15
2ateA1.pdb1	2ateA8.pdb1	1060.15
2ateA1.pdb1	2ateA5.pdb1	1836.8
2ateA1.pdb1	2ateA4.pdb1	562.5
2ateA8.pdb1	2ateA5.pdb1	562.5
2ateA8.pdb1	2ateA6.pdb1	562.5
2ateA5.pdb1	2ateA4.pdb1	1060.15
2ateA5.pdb1	2ateA7.pdb1	562.5
2ateA4.pdb1	2ateA7.pdb1	1836.8
2ateA6.pdb1	2ateA7.pdb1	562.5
4atmA1.pdb1	4atmA2.pdb1	2128.2
6atbD1.pdb2	6atbC1.pdb2	4257.75
4atyA1.pdb1	4atyA2.pdb1	1233.6
4at6K1.pdb6	4at6J1.pdb6	1767.3
4at6I1.pdb4	4at6G1.pdb4	1766.3
